Name,Discount_price,Actual_price,Rating_stars
SHARE THIS PRODUCT   Shipped From Abroad 5.0 Bluetooth Earphones LED Display Touch Control Headset,"₦ 36,740","₦ 55,110",No rating
Front Screen Glass for Galaxy S21 S22 Ultra S20fe S10 S8 S9 Plus Note 20 Note 10+9 Touch Panel+Sticker,"₦ 51,053","₦ 86,789",No rating
10PCS New Phone Package Box Regular Paper Seal Sticker For 14 15 Pro ProMax S8 Ultra S7 SE2 For Outer Packing Wrap Sealing,"₦ 54,399","₦ 92,480",No rating
1pcs Home Return Key Menu on Fingerprint Sensor Flex Cable For Samsung Galaxy S6 S6edge S7 S7edge Touch Repair Part,"₦ 31,496","₦ 53,540",No rating
For Gionee M6s Plus S10 S10c S11 S11s Gn5006 Main Motherboard Connect Ribbon Lcd Display Connector Mainboard Flex Cable,"₦ 73,205","₦ 121,226",No rating
Line Over Ear Sports Earphone Bluetooth-Compatible Wireless Earbuds,"₦ 36,740","₦ 55,110",No rating
Bottom Loudspeaker Flex For Samsung Galaxy Note 8 9 10 20 Lite S7 S20 S21 Edge Plus Ultra Sound Loud Speaker Ringer Flex Cable,"₦ 37,792","₦ 64,245",No rating
7inch SUNSHINE S-918L Hot Plate Separator Machine Strong Suction Screen Glue Removal For LCD Repair,"₦ 119,343","₦ 202,884",No rating
Motherboard Main Board Connector Lcd Display Usb Flex Cable For Samsung Galaxy Note 10 Plus S20 S21 Plus Fe Ultra S10 Plus,"₦ 35,838","₦ 60,922",No rating
10Pcs/Lot For Tecno Spark 7 7P 7T Touch Screen Panel Front Outer Glass LCD Lens Spark 7 Pro Glass With OCA,"₦ 86,198","₦ 146,534",No rating
PGYTECH OneMo Digital Accessories Data Cable Headphones Sports Camera Bag(Black),"₦ 52,710","₦ 75,300",No rating
Lcd Backlight Panel For Iphone 11 Xr Screen Backlight Film With 3d Touch Function Flex Cable For Iphone 6 6s 7 8 Plus,"₦ 39,779","₦ 67,618",No rating
Usb Charging Dock Port Mainboard Connector Lcd Display Flex Cable For Samsung Galaxy Tab A 10.1 Inch -T510 T515,"₦ 31,663","₦ 53,824",No rating
Usb Charging Port Charger Dock Connector Charging Flex Cable For Iphone 5s 5 7 Plus 6 6s Plus Phone Repair Parts,"₦ 31,136","₦ 52,942",No rating
10pcs Motherboard Main Board Connector Lcd Display Usb Flex Cable For Samsung Note10 N970 Note10lite N770f Note10plus N976b,"₦ 73,647","₦ 125,200",No rating
1pcs For Samsung Galaxy S6 G920f G920v G920a G920t G920p G920l Front Camera Module Flex Cable Replacement Of Parts,"₦ 32,582","₦ 55,394",No rating
Gps Tv Mobile Cell Phone Signal Strength Booster Antenna 6dbi 2.5mm Ec189 Ec1261 Network Card External Antenna For Mobile Phone,"₦ 37,241","₦ 63,310",No rating
5pcs/lot Q3080 8409 Ic Chip For Macbook Pro A1502 A1398 Logic Board Fix Part,"₦ 57,214","₦ 97,261",No rating
Umidigi C2 Side on Flex Cable 100% Power Volume on Flex Cable Repair Parts For Umidigi C2,"₦ 59,085","₦ 100,434",No rating
Replacement Rear Back Camera Gl Lens Sticker Holder For Infinix Zero 8 64mp X687 Repair Parts,"₦ 38,560","₦ 65,548",No rating
XHZC In Frame Precise Positioning Mold for 15 Plus 15Pro 15ProMax Glass OCA Alignment Put In Laminate Machine LCD Repair,"₦ 61,221","₦ 104,074",No rating
Small Glass Ceramic Tile Suction Cup Rubber Suction Cup Vacuum Strong Suction Car Dent Remover Biggest Attraction 15KG,"₦ 51,168","₦ 86,986",No rating
Yuyond Power On Off Switch Control on Volume Flex Cable For Iphone 8 8 Plus X With Metal Bracket embly Replacement Parts,"₦ 78,657","₦ 133,717",No rating
Usb Plug Charge Board Case Back Cover Free Tools Replacement Parts For Umidigi A7 Pro Phone,"₦ 56,446","₦ 95,975",No rating
New Motherboard For Huawei P9 Plus P10 P20 P30 Lite P40 Main Board Lcd Display Connector Flex Cable Replacement,"₦ 35,387","₦ 60,153",No rating
Air Conduction Wireless Headphones Open Ear Bluetooth Earphone Neckband Sport Headset With Microphon Card MP3 Player 10 Hrs IPX5,"₦ 49,410","₦ 70,740",No rating
1 Pce Repair Parts For Iphone 11 12 13 Front Camera Moudle Flex Cable 12mini 11pro 13pro Xr Xs Pro Max all Facing,"₦ 41,884","₦ 71,209",No rating
Earpiece Ear Speaker Replacement For Iphone 6 6plus 6s 6splus 7 7plus 8 Plus With Full Screws And Screen Waterproof Adhesive,"₦ 33,751","₦ 57,381",No rating
10pcs Charger Usb Charging Dock Port Connector For Samsung Galaxy S10 Plus G975f S10e X S10plus G977 G975 G970 G973 Type C Plug,"₦ 48,230","₦ 81,997",No rating
Lcd Display Backlight Panel For Iphone 4 4s 5 5c 5s 6 6s 7 8 Plus Lcd Screen Backlight Film With 3d Touch Function Flex Cable,"₦ 34,469","₦ 58,600",No rating
For Iphone X 10 11 Pro Xs Xr Max Front Ear Earpiece Speaker Proximity Ambient Light Sensor Flex Cable Ribbon,"₦ 39,220","₦ 66,679",No rating
For Iphone X Xr Xs Xax 11 11pro 11promax Pro Max Front Camera Flex Cable Repair Phone Part all Video Call Camera,"₦ 57,818","₦ 98,285",No rating
Motor Vibrator Flex Cable For Iphone X Xs Max Xr 7 8 Plus Motor Flex Cable Spare Parts,"₦ 30,326","₦ 51,548",No rating
50pcs Earpiece Speaker Receiver For Motorola Moto X4 Xt1900 X G3 G1 Xt1032 G4 G5 G5s G6 G8 Z2 Play Plus,"₦ 64,195","₦ 109,135",No rating
New For Oppo A7x A7x Rear Back Camera Gl Lens For Oppo A7 X Repair Spare Parts Oppoa7x Replacement,"₦ 53,674","₦ 91,249",No rating
Outer Screen For Galaxy S23 S20 Plus S21 S22 Ultra Front Touch Panel LCD Display Glass Cover Lens Replace+OCA,"₦ 61,623","₦ 104,759",No rating
Baby Car Seat Cosy Fleece Fabric Liner Pad Head Rest Matress,"₦ 71,810","₦ 107,715",No rating
New Front Earpiece Ear Piece Speaker For Samsung Galaxy A02s A10s A20s A21s A30s A50s Replace Parts,"₦ 32,381","₦ 55,043",No rating
2pcs Ear Piece Earpiece Speaker Receiver For Umi Umidigi A7pro A7 Pro A7s F2 F2pro A9pro A9 Homtom P30pro P30 Leagoo S11,"₦ 34,435","₦ 58,534",No rating
Usb Charging Port Dock Board Connector Main Motherboard Flex Cable For Samsung Galaxy A10s A20s A30s A21s A31 A41 A51 A71,"₦ 39,078","₦ 66,433",No rating
10Pcs/Lot For Galaxy Note 8 9 10 Plus Touch Panel Screen LCD Glass Lens Front Outer Note 20 Ultra 5G Glass With OCA,"₦ 112,176","₦ 190,699",No rating
10pcs/lot Volume on Power Switch On Off on Flex Cable For Huawei Y9s Y6p Y8s Y8p Y7p Y6s P40 Lite 5g / P40 Lite E,"₦ 45,407","₦ 77,187",No rating
10PCS For Tecno Camon 12 CC7S 15 CD7 CD8 CD8J 16 CE7 CE9 16s 17 CG6 7 8 Pro Air premier Rear Back Camera Glass Lens With Glue,"₦ 56,479","₦ 96,008",No rating
Weight Lifting Shoulder Squat Pad Arm Blaster Barbell Stabilizer Protect Green Green,"₦ 33,982","₦ 67,963",No rating
Used Back Camera Rear Camera 13.0mp Module For Umidigi Plus E Mtk6757 6gb Ram 64g Rom 5.5 ' Fhd 1920x1080,"₦ 60,671","₦ 103,139",No rating
For Galaxy S20 S10 Plus Note 8 9 10+ Plus S8 S9 LCD display outer touch panel screen glass replacement Front Glass Lens,"₦ 56,312","₦ 95,724",No rating
Usb Charge Board For Samsung Galaxy S6 Edge Plus Charging Port For G928f Pcb Dock Connector Flex Replacement Parts,"₦ 31,763","₦ 53,994",No rating
Wifi Bluetooth Nfc Wi-Fi Gps Signal Antenna Flex Cable Cover For Iphone X Xs Max Xr Repair Spare Part,"₦ 29,192","₦ 49,637",No rating
Ultra 8 Combo Package,"₦ 64,500","₦ 75,000",No rating
For Zero 8 8I X687 Tecno Camon 16 Preimer Touch screen Digitizer Glass Lcd Display Assembly,"₦ 101,664","₦ 172,823",No rating
Mobile Phone Gaming Trigger Game PUBG Button Controller,"₦ 5,291","₦ 6,206",No rating
Mini Phone GSM Multi-language LCD Screen Call Function with Button Keypad Double Dual Standby Pocket Cellphone for Elderly,"₦ 68,273","₦ 116,063",No rating
Health Brace Belt Care Physio Decompression Back Relief Waist Lumbar Traction Backache Heat Therapy Pain Massager Parent,"₦ 213,760","₦ 320,640",No rating
6.2/7/8/9 inch 4Pin Resistance Digitizer Touch Screen Panel Glass Car DVD GPS Navigation Center Console Multimedia,"₦ 82,754","₦ 140,696",No rating
"New High speed Smart EFT, CM2, OCTOPLUS FRP, UMT , NCK PRO, Reader Dongle","₦ 72,980","₦ 124,066",No rating
6.2/7/8/9 inch 4Pin Resistance Digitizer Touch Screen Panel Glass Car DVD GPS Navigation Center Console Multimedia,"₦ 70,323","₦ 119,540",No rating
LCD Display Touch Screen Replacement Digitizer Assembly For For Moto G10 G30 G100 G22 G31 G50 G60 G60s G 5G Plus,"₦ 121,885","₦ 207,214",No rating
For Huawei Honor 7x Fingerprint Sensor Scanner Home on Flex Cable Touch Id Connect Flex Cable Repair Parts For Honor 7x,"₦ 31,146","₦ 52,956",No rating
2 Sets Back Camera Gl For Samsung Galaxy A10 A20 A30 A50 A40 A60 A70 A80 A51 A71 A21s Rear Camera Cover Lens Adhesive Sticker,"₦ 27,505","₦ 46,910",No rating
For Motorola Moto Z Xt1650 Fingerprint Sensor Home Return Key Flex Cable Black/white Color,"₦ 34,068","₦ 57,916",No rating
Home Return on Key Fingerprint Sensor Scanner Connector Flex Cable Touch Id For Huawei Y9 Y7 Y6 Prime Pro,"₦ 36,158","₦ 61,463",No rating
Back Facing Camera for Nova 7i Back Rear Camera Repair Replace Camera Module,"₦ 66,633","₦ 113,293",No rating
Bottom Loudspeaker Flex For Samsung Galaxy Note 8 9 10 20 Lite S7 S20 S21 Edge Plus Ultra Sound Loud Speaker Ringer Flex Cable,"₦ 42,435","₦ 72,144",No rating
NEW With OCA Touch Screen LCD Front Outer Glass Lens For Galaxy Note 8 9 10 10+ 20 ultra s8 s9 s10 + 5G s20 s20+ ultra,"₦ 57,826","₦ 98,318",No rating
Gps Tracker Car Real Time Vehicle Gps Trackers Tracking Device Gps Locator For Children Kids Pet Dog For Iphone Ipad Use,"₦ 35,649","₦ 60,603",No rating
For Samsung S5 G900 S6 G9200 S6 Edge G9250 S6 Edge G9280 Fingerprint Finger Print Touch Id Sensor Home on Flex Cable,"₦ 31,546","₦ 53,624",No rating
Card Tray Holder For Xaiomi Mi 10 Lite Pro Mi Note 10 Pro Tray Micro Sd Card Holder Slot Adapter Repalcement Parts,"₦ 29,459","₦ 50,083",No rating
Inner Fpc Connector For Iphone 13 12 Mini 12 11 Pro Max Clip Contact Pins Holder On Motherboard Flex Cable,"₦ 34,636","₦ 58,884",No rating
25 in 1 Mini Precision Screwdriver Magnetic Set Screwdriver Bit Wallet Phone PC Camera Watch Torx Repair Tools Disassemble,"₦ 67,716","₦ 115,112",No rating
2pcs Inner Fpc Connector For Iphone 7 8 Plus X Xr Xs Max Clip Contact Pins Holder On Motherboard Flex Cable,"₦ 37,074","₦ 63,026",No rating
New Usb Charging Port Dock Board Connector Main Motherboard Flex Cable For Samsung Galaxy A10 A20 A30 A40 A50 A60 A70 A80,"₦ 50,518","₦ 85,888",No rating
2x10 Kinesiology Waterproof Elastic Pre-Cut Strips Sports Tape Wrist Shoulder Pain Relief White,"₦ 25,650","₦ 35,100",No rating
For Galaxy Z Flip 1 2 3 4 5 F700 F701 F711 F721 F731 ZFold 1 2 3 4 5 F900 F916 F926 F936 F946 Middle Frame Bezel Replace,"₦ 59,565","₦ 101,254",No rating
Wylie eSim Convert To Dual Flex Cable For 14/15 Pro Max/Plus Esim To Single Slot Tray Change Repair,"₦ 85,706","₦ 145,698",No rating
BGA Reballing Solder Template Stencil For Snapdragon 855 865 SM8150CPU 9/10 BlackShark 2 Helo/2/3pro/4 CPU MQ:3 QU5,"₦ 55,104","₦ 93,677",No rating
NEW With OCA Touch Screen LCD Front Outer Glass Lens For Galaxy Note 8 9 10 10+ 20 ultra s8 s9 s10 + 5G s20 s20+ ultra,"₦ 57,826","₦ 98,318",No rating
Baruile 5pcs Vibrator Motor Module Vibration Flex Cable For Iphone X Xr Xs Max Buzzer Repair Replacement Parts,"₦ 80,757","₦ 137,295",No rating
Usb Charging Dock Port Connector Board Parts Flex Cable For Lg V30 V40 Thinq V50 Thinq 5g Stylo 4 5 6 Q7 Replacement Part,"₦ 44,873","₦ 76,286",No rating
Usb Charging Port Flex Cable Ribbon Replacement For Iphone X Xs Xr 11 Pro Max With Ic,"₦ 60,588","₦ 103,000",No rating
Repair Kits for Galaxy Note 9 8 10 plus S8 S9 S10 Plus S10E LCD Touch Outer Glass Replacement Front Screen Glass,"₦ 107,010","₦ 181,925",No rating
Solder Terbaik 50G 0.3Mm 0.4Mm 0.5Mm 0.6Mm 0.8Mm Rosin Titik Leleh Rendah dengan LCD,"₦ 51,332","₦ 87,248",No rating
6.2/7/8/9 inch 4Pin Resistance Digitizer Touch Screen Panel Glass Car DVD GPS Navigation Center Console Multimedia,"₦ 61,369","₦ 104,337",No rating
Amaoe Lcd Screen Bga Reballing Stencil For Iphone X Xs Max Xr 8p 6s 6sp 7 Plus 8 11 12 Pro Mini Face Id Camera Color,"₦ 36,239","₦ 61,606",No rating
Bottom Loud Speaker Sound Buzzer Ringer Flex Cable For Iphone 4 4s 5 5s Se 5c 6 6s 7 8 Plus X Replacement Parts,"₦ 34,987","₦ 59,485",No rating
Big Back Camera Repair Rear Flex Cable For Iphone 11 Pro 12 12mini 12pro Max 7 7plus 8 8plus X Xr Xs Max Main Rear Camera Module,"₦ 67,943","₦ 115,490",No rating
10pcs/lot For Samsung Galaxy Note5 Note 8 9 Rear Back Main Camera Gl Lens Cover With Frame Replacement Parts,"₦ 47,725","₦ 81,146",No rating
For Vivo V5 S1 Pro V15 V11 V11i V17 V5s V5 Lite V7 Plus V9 Y11 Y12 Y15 Power On Off Volume Up Down ons Flex Cable Ribbon,"₦ 32,983","₦ 56,079",No rating
Lcd Display Backlight Panel For Iphone 4 4s 5 5c 5s 6 6s 7 8 Plus Lcd Screen Backlight Film With 3d Touch Function Flex Cable,"₦ 31,630","₦ 53,774",No rating
Fingerprint Touch 5.0 Bluetooth Headset Handsfree HIFI Wireless Earphones Waterproof Earpiece With Mic 110mAh Lithium Battery,"₦ 46,197","₦ 65,934",No rating
PVC Inflatable Floating Row Water Sports Adults Swimming Ring Borad Raft Air Mattress,"₦ 81,982","₦ 163,963",No rating
For Samsung Galaxy A3 A5 A7 A300 A500 A700 Phone Flex Cable Housing Frame Volume Power on White Black Gold Side Key,"₦ 28,739","₦ 48,843",No rating
50pcs Charger Usb Charging Dock Port Connector For Samsung Galaxy J5 J7 Prime On5 G5500 J7prime On7 G6000 G355 G531 G530 Plug,"₦ 33,066","₦ 56,212",No rating
Swimming Ladies Big Box Swimming Glasses HD Adult Men Professional Swimming Diving Glasses For Adult Pink,"₦ 45,900","₦ 64,800",No rating
1pcs Wireless Charging Chip Nfc Coil For Iphone 8 Plus X 8p Charger Panel Sticker Flex Cable Wpc Pad Parts,"₦ 31,630","₦ 53,774",No rating
Usb Charging Dock Port Connector Flex Cable For Oppo R15 R17 Pro Find X X2 A8 A12 A32 A52 A72 A92 A91 4g 5g,"₦ 32,064","₦ 54,509",No rating
Power On Off on Flashlight Flex Cable Ribbon With Bracket Replacement For Iphone X Xr Xs Xax,"₦ 38,243","₦ 64,996",No rating
2pcs/lot Coopart Lcd Display Screen Fpc Connector Replacement For Huawei Mate 20 Lite 20lite On Mainboard/on Cable,"₦ 33,066","₦ 56,212",No rating
For Samsung A10 A20 A30 A50 A60 A70 A105 A205 A305 A505 A205f A305f A505f A705f Front Camera Rear Back Camera Flex Cable,"₦ 37,876","₦ 64,395",No rating
Lowest Price Sports Gym Dual Action Adjustable Knee Strap Brace Patella Tendon Guard,"₦ 40,224","₦ 76,428",No rating
HZY G-07Pro Electric Curved Glass Cutting Tool LCD Screen OCA Glue Remover Edge Glass Corner Broken Cutter Glue Clean Set,"₦ 66,174","₦ 112,488",No rating
Usb Charging Port Flex Cable Ribbon Replacement For Iphone X Xs Xr 11 Pro Max With Ic,"₦ 36,628","₦ 62,257",No rating
New Usb Power Adapter Charger For Blackview Bv9600/bv9600 Pro/bv9600e/bv9700 Pro/bv9800/bv9800 Pro/bv9900/bv9900e Phone,"₦ 50,985","₦ 86,673",No rating
For Huawei Mate 20 Pro Card Slot Signal Antenna Mount Mic Microphone Board Flex Socket Replacement Spare Parts,"₦ 59,085","₦ 100,434",No rating
Unlock Iccid R 15 R- 15 16 Plus Gevey-Pro For Iphone 6s 7 8 Plus X Xr Xs Max For Iphone 11 11pro 11pro Max 12 Ios14,"₦ 38,767","₦ 65,902",No rating
For Xaomi Redmi 5 5plus 5a Usb Charging Charger Port Board With Microphone Repair Parts,"₦ 25,918","₦ 44,064",No rating
Baby Floating Pad Can Sit And Lie Baby Bathing Net Bath,"₦ 15,063","₦ 19,372",No rating
Baby Floating Pad Can Sit And Lie Baby Bathing Net Bath,"₦ 18,123","₦ 24,706",No rating
100% New Fingerprint Sensor Flex Cable For Umidigi One Max,"₦ 75,451","₦ 128,273",No rating
Replacement Front Glass Screen Repair Kit for Galaxy Note 10 10 Plus Self repair,"₦ 107,879","₦ 183,385",No rating
1pcs Power Turn On Off Volume Audio Frequency Flex Cable For Oppo A33 A37 A57 A59 A31 A51 A59s Replacement Repair Parts,"₦ 30,144","₦ 51,252",No rating
Full Working Used Board For Samsung Galaxy Note 8.0 3g N5100 Unlock Motherboard Logic Mother Board,"₦ 83,567","₦ 142,067",No rating
For Redmi K40 Gaming Edition Back Rear Camera Glass Lens test good For Xiao mi Redmi K 40 Replacement Parts,"₦ 55,678","₦ 94,639",No rating
Usb Charging Dock Port Connector Flex Cable For Oppo R15 R17 Pro Find X X2 A8 A12 A32 A52 A72 A92 A91 4g 5g,"₦ 31,463","₦ 53,490",No rating
1pcs For Iphone 7 7plus 4.7 5.5 Proximity Induction Light Sensor Flex all Front Camera embly Flex Cable,"₦ 48,614","₦ 82,648",No rating
Loud Speaker Buzzer Loudspeaker Ringer Signal Wifi Antenna Flex Cable For Iphone 7 8 Plus X Xs Max Xr Replacement Parts,"₦ 34,502","₦ 58,650",No rating
For Samsung A10 A20 A30 A50 A60 A70 A105 A205 A305 A505 A205f A305f A505f A705f Front Camera Rear Back Camera Flex Cable,"₦ 38,076","₦ 64,729",No rating
Blackview New Travel Charger Type-C Cable For Bv9600 Pro Bv6800 Pro Bv9500 Pro Bv9500 Bv9000 Pro Bv9000 P6000,"₦ 75,818","₦ 128,891",No rating
10/12/14 Pin Power Switch Ribbon Flex Cable Tool For Ps4 Controller,"₦ 30,218","₦ 51,377",No rating
7/10/15/20cm Roller Anti-static Silicone Roller For Mobile Phone LCD Screen OCA Film Laminating Repair Hand Tools,"₦ 89,528","₦ 152,192",No rating
Alesser For Umidigi F1 Rear Back Camera Lens embly For Umidigi F1 Play Power Earpiece Power Volume Cable Loud Speaker,"₦ 32,099","₦ 54,575",No rating
Card Tray Holder For Infinix Hot 6 7 8 Note 4 5 Pro S4 X606 X625 X650c X571 X604 X626 Micro Sd Card Slot Repair Parts,"₦ 39,045","₦ 66,383",No rating
Charging Port Board Replacement For Ulefone Armor 8 X8 7 7e 9 9e X5 Pro Usb Charging Dock Repair Part,"₦ 68,203","₦ 115,948",No rating
Original Pro 4  True Wireless Earbuds With Charging Box Waterproof Earphone Mini Pod Headphone Handsfree For Sports Pro4,"₦ 34,439","₦ 48,290",No rating
New Usb Charging Port Board Flex Cable Connector Parts For Samsung A02 A12 A22 A32 4g 5g M51 Microphone Module Copy With Ic,"₦ 31,379","₦ 53,340",No rating
Black Silver Red Clickwheel Center Button Select Button for iPod Nano 3rd 4GB 8GB A1236,"₦ 57,039","₦ 96,957",No rating
Mythology Speaker For Doogee S88 Pro Loud Speaker Antenna Vibration Motor For S88pro Rugged Mobile Phone Spare Parts,"₦ 61,124","₦ 103,918",No rating
Earpiece Receiver Front Ear Speaker Repair Parts For Huawei Nova 7i 7 6 Se Pro 5t 4 3i 3e 3 2s 2i 2 Plus Lite,"₦ 30,683","₦ 52,148",No rating
Full Diamond Phone Strap Women's Instagram Luxury Small Fragrance Short Bracelet Handheld Wrist Strap,"₦ 58,617","₦ 99,649",No rating
Baby Floating Pad Can Sit And Lie Baby Bathing Net Bath,"₦ 15,063","₦ 19,372",No rating
Baby Floating Pad Can Sit And Lie Baby Bathing Net Bath,"₦ 18,123","₦ 24,706",No rating
100% New Fingerprint Sensor Flex Cable For Umidigi One Max,"₦ 75,451","₦ 128,273",No rating
Replacement Front Glass Screen Repair Kit for Galaxy Note 10 10 Plus Self repair,"₦ 107,879","₦ 183,385",No rating
1pcs Power Turn On Off Volume Audio Frequency Flex Cable For Oppo A33 A37 A57 A59 A31 A51 A59s Replacement Repair Parts,"₦ 30,144","₦ 51,252",No rating
Full Working Used Board For Samsung Galaxy Note 8.0 3g N5100 Unlock Motherboard Logic Mother Board,"₦ 83,567","₦ 142,067",No rating
For Redmi K40 Gaming Edition Back Rear Camera Glass Lens test good For Xiao mi Redmi K 40 Replacement Parts,"₦ 55,678","₦ 94,639",No rating
Usb Charging Dock Port Connector Flex Cable For Oppo R15 R17 Pro Find X X2 A8 A12 A32 A52 A72 A92 A91 4g 5g,"₦ 31,463","₦ 53,490",No rating
1pcs For Iphone 7 7plus 4.7 5.5 Proximity Induction Light Sensor Flex all Front Camera embly Flex Cable,"₦ 48,614","₦ 82,648",No rating
Loud Speaker Buzzer Loudspeaker Ringer Signal Wifi Antenna Flex Cable For Iphone 7 8 Plus X Xs Max Xr Replacement Parts,"₦ 34,502","₦ 58,650",No rating
For Samsung A10 A20 A30 A50 A60 A70 A105 A205 A305 A505 A205f A305f A505f A705f Front Camera Rear Back Camera Flex Cable,"₦ 38,076","₦ 64,729",No rating
Blackview New Travel Charger Type-C Cable For Bv9600 Pro Bv6800 Pro Bv9500 Pro Bv9500 Bv9000 Pro Bv9000 P6000,"₦ 75,818","₦ 128,891",No rating
10/12/14 Pin Power Switch Ribbon Flex Cable Tool For Ps4 Controller,"₦ 30,218","₦ 51,377",No rating
7/10/15/20cm Roller Anti-static Silicone Roller For Mobile Phone LCD Screen OCA Film Laminating Repair Hand Tools,"₦ 89,528","₦ 152,192",No rating
Alesser For Umidigi F1 Rear Back Camera Lens embly For Umidigi F1 Play Power Earpiece Power Volume Cable Loud Speaker,"₦ 32,099","₦ 54,575",No rating
Card Tray Holder For Infinix Hot 6 7 8 Note 4 5 Pro S4 X606 X625 X650c X571 X604 X626 Micro Sd Card Slot Repair Parts,"₦ 39,045","₦ 66,383",No rating
Charging Port Board Replacement For Ulefone Armor 8 X8 7 7e 9 9e X5 Pro Usb Charging Dock Repair Part,"₦ 68,203","₦ 115,948",No rating
Original Pro 4  True Wireless Earbuds With Charging Box Waterproof Earphone Mini Pod Headphone Handsfree For Sports Pro4,"₦ 34,439","₦ 48,290",No rating
New Usb Charging Port Board Flex Cable Connector Parts For Samsung A02 A12 A22 A32 4g 5g M51 Microphone Module Copy With Ic,"₦ 31,379","₦ 53,340",No rating
Black Silver Red Clickwheel Center Button Select Button for iPod Nano 3rd 4GB 8GB A1236,"₦ 57,039","₦ 96,957",No rating
Mythology Speaker For Doogee S88 Pro Loud Speaker Antenna Vibration Motor For S88pro Rugged Mobile Phone Spare Parts,"₦ 61,124","₦ 103,918",No rating
Earpiece Receiver Front Ear Speaker Repair Parts For Huawei Nova 7i 7 6 Se Pro 5t 4 3i 3e 3 2s 2i 2 Plus Lite,"₦ 30,683","₦ 52,148",No rating
Full Diamond Phone Strap Women's Instagram Luxury Small Fragrance Short Bracelet Handheld Wrist Strap,"₦ 58,617","₦ 99,649",No rating
5PCS 2 in 1 Front Outer Glass OCA Film Replacement For Galaxy S24 S22 S23 S21 S20 Note 10 20 S10 Touch Panel Lens Cover,"₦ 105,377","₦ 179,141",No rating
2pcs Ear Piece Earpiece Speaker Receiver For Cubot Note 20 7 Note20 Note20pro Bv9800 Bv9800pro X30 C30 Note7 P30 X20 Pro X20pro,"₦ 45,457","₦ 77,271",No rating
Front Glass With Touch Digitizer With Polarizer Film For P40 Pro LCD Screen Repair Replacement,"₦ 115,456","₦ 196,259",No rating
Usb Plug Charger Sub Board Flex Cable For Samsung Galaxy Fold 5g M10 M20 M30 M30s Note 4g Plus 7 8 9 S10 S8 Active F900 F9000,"₦ 59,085","₦ 100,434",No rating
100pcs Rear Back Camera Gl Lens For Samsung Galaxy A750 A920 A10 A20 A30 A50 A60 A70 A80 A90 M10 M20 M30 With Ahesive Sticker,"₦ 63,677","₦ 108,249",No rating
Usb Plug Charger Sub Board Flex Cable For Samsung Galaxy Fold 5g M10 M20 M30 M30s Note 4g Plus 7 8 9 S10 S8 Active F900 F9000,"₦ 68,203","₦ 115,931",No rating
Front Facing Camera For Samsung Galaxy J7 Prime / On7 -G610f/ds G610y Phone Parts Front Facing,"₦ 33,901","₦ 57,648",No rating
Motor Vibrator Flex Cable For Iphone X Xr Xs 11 12 Pro Max 7 8 Plus Mini Se 2 Flex Cable For Taptic Engine Replacement,"₦ 41,483","₦ 70,524",No rating
2pcs New Earpiece Speaker For Ulefone Power 3l 3s Armor 6 5 X5 X3 X2 Ear Speaker Sound Receiver Replacement Parts,"₦ 28,290","₦ 48,096",No rating
"Photo Front Camera 13.0mp5.0mp Module For Ulefone Power 3s Mtk6763 Octa Core 6.0"" 18:9 Fhd","₦ 55,661","₦ 94,606",No rating
High Quality For Oppo Realme Gt Neo Flash Edition 5g Back Rear Camera Gl Lens Test Good Realmegt Neo Flash Replacement Parts,"₦ 72,929","₦ 123,964",No rating
5PCS NEW Adult Marine Buoyancy Aid Sailing Kayak Boating Ski Life Jacket Red,"₦ 377,420","₦ 566,130",No rating
Dust Free Box Automatic Laminating Fast Film Applicator,"₦ 65,130","₦ 97,695",No rating
For Iphone X 10 11 Pro Xs Xr Max Front Ear Earpiece Speaker Proximity Ambient Light Sensor Flex Cable Ribbon,"₦ 87,959","₦ 149,532",No rating
For Iphone X 10 11 Pro Xs Xr Max Front Ear Earpiece Speaker Proximity Ambient Light Sensor Flex Cable Ribbon,"₦ 85,325","₦ 145,039",No rating
Rear Back Camera Gl Lens For Samsung Galaxy S8 S9 S10 S10e S20 Fe Ultra Plus Lite 5g Protector Lenssticker Glue Replacement,"₦ 28,382","₦ 48,244",No rating
AOLIKES 1pcs Durable Protective Elbow Pads Compression Adjustable Winding Strap Fitness Sports Basketball Tennis Elbow Protector Black Inside,"₦ 16,382","₦ 32,763",No rating
Binyeae Bottom Chin Cap Usb Board Charging Module With Loudspeaker Ringer For Lg G5 F700s F700l F700k Korean Version,"₦ 54,059","₦ 91,903",No rating
8r 10w 45*150*21mm Multimedia Double Diaphragm Speaker For Advertising With Wire Embedded Box Loudspeaker Pu Edge Black Cap,"₦ 52,421","₦ 89,111",No rating
1pc Charger Flex Cable For Samsung Galaxy S2 I9100 Gt-i9100 A3 A300f -a300f Note3 N9005 Note1 N7000 I9220 I9228 Charging Board,"₦ 29,483","₦ 50,123",No rating
For Iphone 5 5s 6 6s 7 8 Plus X Xs 11 12 Pro Max 12mini Mainboard Clip Terminal Buckle Power Boot Connector Cable,"₦ 30,060","₦ 51,102",No rating
Micro Sd Card Socket Holder Slot Tray Reader For Huawei Honor View 20 Pro Lite 20i Adapter Container Connector,"₦ 32,303","₦ 54,918",No rating
Micro Sd Card Socket Holder Slot Tray Reader For Huawei Honor View 20 Pro Lite 20i Adapter Container Connector,"₦ 32,303","₦ 54,918",No rating
