Name,Discount_price,Old_price,Rating_stars
Type C Female To Micro USB Male Cable Adapter Converter For Xiaomi Redmi Huawei Meizu Samsung Galaxy S7 Microusb Android PhoneMicro USB Male,"₦ 96,781",,No rating
OTG Adapter Type C To USB For  TwoThree In One U Disk Micro Type C Interface OTG Converter For Macbook Samsung S20 Xiaomi3,"₦ 204,788",,No rating
Typec Adapter Micro Magnetic Adapter For Samsung Huawei Honor Xiaomi Redmi LG MOTO VIVO OPPO SONY Android Magnetic Charger12G R Micro Adapter,"₦ 65,632",,No rating
USB 2.0 Card Reader OTG Micro SD Card Reader For USB Micro SD Adapter Flash Drive Smart Memory Card Reader Type C CardreaderProduct B,"₦ 203,217",,No rating
Usb Charging Cable For Sony Ericsson W715 W715i W760 W760i W800 W800i W810 W810i W830 W830i W850 W850i W880 W880i W888 W890cableUK PLUG,"₦ 73,384",,No rating
Type C Female To Micro USB Male Cable Adapter Converter For Xiaomi Redmi Huawei Meizu Samsung Galaxy S7 Microusb Android PhoneType C Male,"₦ 160,388",,No rating
UMI UMIDIGI A7A7PROA9A9Pro A11 Cell Phone  Travel,"₦ 86,951",,No rating
UMI UMIDIGI A7A7PROA9A9Pro A11 Cell Phone  Travel,"₦ 100,587",,No rating
5PCS USB Type C To Micro Charging Converter Adapter Common Connector For Smart Product  For Samsung Galaxy S8 S9 Plus Xiaomi5pcs,"₦ 100,063",,No rating
UMI UMIDIGI A7A7PROA9A9Pro A11 Cell Phone  Travel,"₦ 130,548",,No rating
External 8 Pin Sound Card Speaker Audio Interface Adapter,"₦ 166,184",,No rating
Lightning To 1080P HDMI Cable USB SD TF Card Reader Digital AV TV OTG Adapter Hub For IPhone 13 12pro X XR XS 11Pro Max SE IPadC,"₦ 136,502",,No rating
100 W20A 20Port USB Charger Station Multiple USB Fast,"₦ 157,367",,No rating
Type-C to USB 3.0 OTG Adapter,"₦ 2,167",,No rating
1PC  Sale  High Quality For IPhone 12 11 Pro Max Fast Charger PD Plug Adapter 30 TypeC Cable Adaptersilver,"₦ 63,083",,No rating
HDMI Video Capture Card Device USB3.0 1080P 60FPS Video Audio Grabber Recorder,"₦ 260,364",,No rating
Mini Metal USB Flash 3.0 Highspeed 2TB Flash Drive USB Pen,"₦ 117,558",,No rating
Micro USB 2.0 OTG Adapter Compatible With Huawei Honor 7x Nova 2i Redmi Note 5 Redmi 5A Vivo Oppo Samsung S6s7 Android Smartphone Black BDZ,"₦ 67,169",,No rating
For UMI UMIDIGI BISON X10 6.53 Cell Phone EU Charger Travel Power Adapter Plug 5V 2A  TypeC USB Data Line Cablecable,"₦ 75,951",,No rating
Micro USB 2.0 OTG Adapter Compatible With Huawei Honor 7x Nova 2i Redmi Note 5 Redmi 5A Vivo Oppo Samsung S6s7 Android Smartphone White BDZ,"₦ 66,348",,No rating
"Lightning To USB 3 Camera Adapter,ipad To OTG Card Reader,with Charging Port,Support KeyboadMouseMidi PianoSDTF For IPhone6 IN 1","₦ 118,553",,No rating
For Xiaomi 33W 67W 120W Turbo Fast Charger For Mi 12 11 10,"₦ 87,544",,No rating
Battery Power Charger Adapter Plug For TOSHIBA Laptop Wireless,"₦ 94,336",,No rating
OTG Type C Cable Phone Adapters USB2.0 To USB TypeC Data Converter With PD Charging Port For GoogleTV Chromecast Samsung AdapterBlack,"₦ 78,099",,No rating
Otg C Cable USB 3.0 Type C USB C 2.0 Female For Samsung S21 S20 Xiaomi Redmi Note 10 9  Aux Nokia Galaxy Etc Adapter Usb Type C2 Pcs OTG Usb Typec,"₦ 43,551",,No rating
Samsung 25W Charger Galaxy A73 A13 A53 S22 S21 S20 FE 5G,"₦ 85,397",,No rating
Meenova LightningtoMicroUSB USB DAC OTG Cable For IPhoneiPadiPod Chord Mojo Hugo Pha3 Fiio HiFi Oppo HA2 K5 Camera 15cm 1.2mL To TypeC OTG 15cm,"₦ 70,346",,No rating
Oraimo Smart Clipper 2 Professional  Cordless Hair Clipper,"₦ 52,851",,No rating
Meenova LightningtoMicroUSB USB DAC OTG Cable For IPhoneiPadiPod Chord Mojo Hugo Pha3 Fiio HiFi Oppo HA2 K5 Camera 15cm 1.2mL To TypeC OTG 1.2m,"₦ 70,346",,No rating
Battery Power Charger Adapter Plug For TOSHIBA Laptop Wireless,"₦ 58,037",,No rating
"Lightning SD Card Reader For IPhone 11 Pro Max,iPad,OTG Adapter,  Camera Dongle 128gb 200gb Camera Video Po File IOS13.1","₦ 42,934",,No rating
Oraimo Smart Clipper 2 Professional  Cordless Hair Clipper,"₦ 53,550",,No rating
Oraimo Smart Clipper 2 Professional  Cordless Hair Clipper,"₦ 53,655",,No rating
"For iPhone & iPad, Samsung, HTC, Sony, Huawei, Xiaomi","₦ 5,768",,No rating
6 USB Type C Female  Cable To 2 Pin Wire Black No,"₦ 8,690",,No rating
34pack USBC Type C To Micro USB Charging Data Transfer,"₦ 6,457 - ₦ 8,247",,No rating
1 to 4 Adapter Flat Pin Plug Outlet Extender 180 Degree Rotary Plug Power Socket 2 USB Adapter Charging Socket US Plug,"₦ 6,964",,No rating
6 USB Type C Female Cable DIY 3A To 2 Pin Wire  No,"₦ 9,991",,No rating
6 Micro USB Male To USB Female Adapter Charging Data,"₦ 6,962",,No rating
5 USB Type C Female Cable Fast Charging Port To 2 Pin Wire,"₦ 8,369",,No rating
3 MultiPort USB USB To USB A AdapterUSB Male To Female,"₦ 8,874",,No rating
2 MultiPort USB USB To USB A AdapterUSB Male To Female,"₦ 6,503",,No rating
"6 Mini  To USB 3.0 OTG Adapter Connector For  ,Nexus","₦ 10,175",,No rating
2pcs 2 in 1 USB 3.0 Female To Micro USB  USBC  TypeC Male Charging  Transmission OTG Adapter Cable,"₦ 41,921",,No rating
MAX 66W Super Fast Car Phone Charger with Retractable 4-in-1 Charging Cable,"₦ 18,353",,No rating
TypeC Female To USB 2.0 Male Aluminum Alloy Adapter Data,"₦ 1,420",,No rating
8Pin To USB 3.0 OTG Adapter Cable For IPhone 13 12 11 Pro Max Xs XR 7 8 Plus IPad For IOS 13 Above For Mouse Camera Card ReaderGold,"₦ 65,056",,No rating
Typec Adapter Micro Magnetic Adapter For Samsung Huawei Honor Xiaomi Redmi LG MOTO VIVO OPPO SONY Android Magnetic Charger12G R Micro Adapter,"₦ 112,285",,No rating
U Type Adapter Dual Type C3.5 MM Headphone Plug Audio Cables Splitter Microphone 2in1 Connector For Xiaomi Huawei MP34 PlayerType C Blue2,"₦ 160,388",,No rating
USB C Magnetic Adapter For Samsung Huawei Xiaomi Redmi LG VIVO OPPO SONY Honor OnePlus Smartphone Accessories Magnetic Chargerandroid Tip,"₦ 101,705",,No rating
Type C Magnetic USB PD Adapter For  Magsafe 2 1 MacBook Pro USB C Female Fast Charging 60W Magnet Plug Converterfor Magsafe2 CableB,"₦ 83,598",,No rating
All In 1 Memory Card Reader USB 2.0 Multi SDSDHC MMCRS MMC TFMicroSD MSMS PROMS DUO M2 Card Reader Wholesale TFsilver,"₦ 96,781",,No rating
High Speed Type_C To USB 3.0 OTG Adapter Converter For Flash Drive Mouse U Disk Reader For Android Iphone Phone AccessoriesMirco USB Black,"₦ 164,700",,No rating
Typec Adapter Micro Magnetic Adapter For Samsung Huawei Honor Xiaomi Redmi LG MOTO VIVO OPPO SONY Android Magnetic Charger12G B Micro Adapter,"₦ 65,632",,No rating
"Lightning To USB 3 Camera AdapterCable,iPad To OTG Card ReaderHUB,ipad USB 3.0 Flash Drive With Charging Port For IPhone3 IN 1","₦ 101,093",,No rating
Portable High Speed Metal Flash Drive Mini 2TB USB 2.0 Pen,"₦ 112,879",,No rating
UMI Umidigi Bison Cell Phone AC Adaptor  Travel Charger EU USA Plug Adapter 5V 9V 12V TypeC USB CableOnly Usb Cable,"₦ 91,909",,No rating
TypeC Female To USB Male Adapter Type C To A Charger Cable Adapter For Xiaomi 789 Samsung Galaxy Note 10 S20 Plus 20bule 1pcs,"₦ 160,388",,No rating
Samsung 25W Charger Galaxy A73 A13 A53 S22 S21 S20 FE 5G,"₦ 127,825",,No rating
Camera Reader SD Card Adapter OTG For Phone 6 7 8 11 13 12 XS iPad Pro IOS MINI 5 6 SE Phone SD Card Reading Adapter,"₦ 121,330",,No rating
TypeC OTG Adapter Type C USB C Male To USB Female USB 3.0 Converter For Xiaomi 11 Samsung S21 HUAWEI P40 USBC OTG Connector08 2LED,"₦ 160,388",,No rating
"Micro USB 2.0 Magnetic Adapter For Android Huawei USB Cable, Magnetic Charger For Redmi LG Moto Xiaomi HONOR Charging4G TypeC Adapter","₦ 110,644",,No rating
UMI UMIDIGI A7A7PROA9A9Pro A11 Cell Phone  Travel,"₦ 38,470",,No rating
Oraimo Smart Clipper 2 Professional  Cordless Hair Clipper,"₦ 52,851",,No rating
Meenova LightningtoMicroUSB USB DAC OTG Cable For IPhoneiPadiPod Chord Mojo Hugo Pha3 Fiio HiFi Oppo HA2 K5 Camera 15cm 1.2mL To TypeC OTG 1.2m,"₦ 70,346",,No rating
Battery Power Charger Adapter Plug For TOSHIBA Laptop Wireless,"₦ 58,037",,No rating
"Lightning SD Card Reader For IPhone 11 Pro Max,iPad,OTG Adapter,  Camera Dongle 128gb 200gb Camera Video Po File IOS13.1","₦ 42,934",,No rating
Oraimo Smart Clipper 2 Professional  Cordless Hair Clipper,"₦ 53,550",,No rating
Oraimo Smart Clipper 2 Professional  Cordless Hair Clipper,"₦ 53,655",,No rating
"For iPhone & iPad, Samsung, HTC, Sony, Huawei, Xiaomi","₦ 5,768",,No rating
6 USB Type C Female  Cable To 2 Pin Wire Black No,"₦ 8,690",,No rating
34pack USBC Type C To Micro USB Charging Data Transfer,"₦ 6,457 - ₦ 8,247",,No rating
1 to 4 Adapter Flat Pin Plug Outlet Extender 180 Degree Rotary Plug Power Socket 2 USB Adapter Charging Socket US Plug,"₦ 6,964",,No rating
6 USB Type C Female Cable DIY 3A To 2 Pin Wire  No,"₦ 9,991",,No rating
6 Micro USB Male To USB Female Adapter Charging Data,"₦ 6,962",,No rating
5 USB Type C Female Cable Fast Charging Port To 2 Pin Wire,"₦ 8,369",,No rating
3 MultiPort USB USB To USB A AdapterUSB Male To Female,"₦ 8,874",,No rating
2 MultiPort USB USB To USB A AdapterUSB Male To Female,"₦ 6,503",,No rating
"6 Mini  To USB 3.0 OTG Adapter Connector For  ,Nexus","₦ 10,175",,No rating
2pcs 2 in 1 USB 3.0 Female To Micro USB  USBC  TypeC Male Charging  Transmission OTG Adapter Cable,"₦ 41,921",,No rating
MAX 66W Super Fast Car Phone Charger with Retractable 4-in-1 Charging Cable,"₦ 18,353",,No rating
TypeC Female To USB 2.0 Male Aluminum Alloy Adapter Data,"₦ 1,420",,No rating
8Pin To USB 3.0 OTG Adapter Cable For IPhone 13 12 11 Pro Max Xs XR 7 8 Plus IPad For IOS 13 Above For Mouse Camera Card ReaderGold,"₦ 65,056",,No rating
Typec Adapter Micro Magnetic Adapter For Samsung Huawei Honor Xiaomi Redmi LG MOTO VIVO OPPO SONY Android Magnetic Charger12G R Micro Adapter,"₦ 112,285",,No rating
U Type Adapter Dual Type C3.5 MM Headphone Plug Audio Cables Splitter Microphone 2in1 Connector For Xiaomi Huawei MP34 PlayerType C Blue2,"₦ 160,388",,No rating
USB C Magnetic Adapter For Samsung Huawei Xiaomi Redmi LG VIVO OPPO SONY Honor OnePlus Smartphone Accessories Magnetic Chargerandroid Tip,"₦ 101,705",,No rating
Type C Magnetic USB PD Adapter For  Magsafe 2 1 MacBook Pro USB C Female Fast Charging 60W Magnet Plug Converterfor Magsafe2 CableB,"₦ 83,598",,No rating
All In 1 Memory Card Reader USB 2.0 Multi SDSDHC MMCRS MMC TFMicroSD MSMS PROMS DUO M2 Card Reader Wholesale TFsilver,"₦ 96,781",,No rating
High Speed Type_C To USB 3.0 OTG Adapter Converter For Flash Drive Mouse U Disk Reader For Android Iphone Phone AccessoriesMirco USB Black,"₦ 164,700",,No rating
Typec Adapter Micro Magnetic Adapter For Samsung Huawei Honor Xiaomi Redmi LG MOTO VIVO OPPO SONY Android Magnetic Charger12G B Micro Adapter,"₦ 65,632",,No rating
"Lightning To USB 3 Camera AdapterCable,iPad To OTG Card ReaderHUB,ipad USB 3.0 Flash Drive With Charging Port For IPhone3 IN 1","₦ 101,093",,No rating
Portable High Speed Metal Flash Drive Mini 2TB USB 2.0 Pen,"₦ 112,879",,No rating
UMI Umidigi Bison Cell Phone AC Adaptor  Travel Charger EU USA Plug Adapter 5V 9V 12V TypeC USB CableOnly Usb Cable,"₦ 91,909",,No rating
TypeC Female To USB Male Adapter Type C To A Charger Cable Adapter For Xiaomi 789 Samsung Galaxy Note 10 S20 Plus 20bule 1pcs,"₦ 160,388",,No rating
Samsung 25W Charger Galaxy A73 A13 A53 S22 S21 S20 FE 5G,"₦ 127,825",,No rating
Camera Reader SD Card Adapter OTG For Phone 6 7 8 11 13 12 XS iPad Pro IOS MINI 5 6 SE Phone SD Card Reading Adapter,"₦ 121,330",,No rating
TypeC OTG Adapter Type C USB C Male To USB Female USB 3.0 Converter For Xiaomi 11 Samsung S21 HUAWEI P40 USBC OTG Connector08 2LED,"₦ 160,388",,No rating
"Micro USB 2.0 Magnetic Adapter For Android Huawei USB Cable, Magnetic Charger For Redmi LG Moto Xiaomi HONOR Charging4G TypeC Adapter","₦ 110,644",,No rating
UMI UMIDIGI A7A7PROA9A9Pro A11 Cell Phone  Travel,"₦ 38,470",,No rating
Micro USB 2.0 OTG Adapter Compatible With Huawei Honor 7x Nova 2i Redmi Note 5 Redmi 5A Vivo Oppo Samsung S6s7 Android Smartphone White BDZ,"₦ 108,584",,No rating
USBC OTG Adapter Cable For Xiaomi Redmi Note 11S 10S 9S 9T 8T 7 8 9 10 11 Pro Type C USB OTG Cable Converter For Redmi 8 9 10Black,"₦ 126,271",,No rating
Samsung 45W Super Fast Charger USBC For Galaxy S22 S21 S20 Ultra S10 S9 S8 Plus Note20 10 Quick Adapter TYPE C CableUS  And Cable,"₦ 47,666",,No rating
"Micro USB 2.0 Magnetic Adapter For Android Huawei USB Cable, Magnetic Charger For Redmi LG Moto Xiaomi HONOR Charging4G TypeC Adapter","₦ 85,903",,No rating
3.1 USB Type C To MicroSD TF Adapter OTG Cardreader Mini Card Reader Smart Memory Card Reader For Laptop Samsung HuaweiMicro USB To USB 2,"₦ 166,726",,No rating
Samsung 45W Super Fast Charger USBC For Galaxy S22 S21 S20 Ultra S10 S9 S8 Plus Note20 10 Quick Adapter TYPE C CableEU Black And Cable,"₦ 90,984",,No rating
Type C Adapter Cable Converter OTG For Huawei P40 For IPhone Adapter USB C Female To Lighting For IPhone 12 11 ConnectorType C Male To IOS,"₦ 171,510",,No rating
DOOGEE V Max Cell Phone Fast Charger 33W EU Power,"₦ 116,982",,No rating
2 In 1 OTG Adapter USB Aluminum Converter For Tablet  Hard Disk Drive  Flash Disk Typec Micro Adapter For Samsung Xiaomi1,"₦ 160,388",,No rating
Portable High Speed Metal Flash Drive Mini 2TB USB 2.0 Pen,"₦ 112,879",,No rating
Type C Female To Micro USB Male Cable Adapter Converter For Xiaomi Redmi Huawei Meizu Samsung Galaxy S7 Microusb Android PhoneMicro USB Male,"₦ 160,388",,No rating
Type C Female To Micro USB Male Cable Adapter Converter For Xiaomi Redmi Huawei Meizu Samsung Galaxy S7 Microusb Android PhoneType C Male,"₦ 60,132",,No rating
All In 1 Memory Card Reader USB 2.0 Multi SDSDHC MMCRS MMC TFMicroSD MSMS PROMS DUO M2 Card Reader Wholesale TFsilver,"₦ 160,388",,No rating
Typec Adapter OTG Multifunction Converter USB Microtransfer Interface Adapter For USB Flash Drives Card Readers Mice Keyboard,"₦ 160,388",,No rating
Samsung 25W Charger Galaxy A73 A13 A53 S22 S21 S20 FE 5G,"₦ 112,215",,No rating
"Lightning To USB 3 Camera AdapterCable,iPad To OTG Card ReaderHUB,ipad USB 3.0 Flash Drive With Charging Port For IPhone3 IN 1","₦ 87,387",,No rating
3in1 HiRes Mobile Gaming Sound Card Typc C Connector Mobile Gaming Sound Card With Charger Adapter For Samsung Huawei XiaomiBlack  2 In 1,"₦ 103,381",,No rating
5pcs For Mobile Phone Replacement Parts Easy Operate Durable Converte,"₦ 28,800",,No rating
5pcs For Mobile Phone Replacement Parts Easy Operate Durable Converte,"₦ 28,800",,No rating
2TB USB Flash Drive TypeC Interface Metal Flash Drive 1TB,"₦ 35,706",,No rating
5pcs/lot Micro USB To Type_C Adapter Converter For Letv Xiaomi Mi 5X,"₦ 28,800",,No rating
Sliding Camera Cover Phone Case For Honor 90 5G,"₦ 6,674",,No rating
OTG cable,"₦ 3,285",,No rating
Sliding Camera Cover Phone Case For Honor 200 Pro,"₦ 6,848",,No rating
TPU Phone Case For Honor X50 Pro,"₦ 2,381",,No rating
TPU Phone Case For Honor X6a,"₦ 2,173",,No rating
Sliding Camera Cover Phone Case For Honor X8b,"₦ 6,674",,No rating
Sliding Camera Cover Phone Case For Honor Magic6 Pro,"₦ 6,848",,No rating
Sliding Camera Cover Phone Case For Honor 200 Pro,"₦ 6,848",,No rating
TPU Phone Case For Honor 90 Pro,"₦ 2,173",,No rating
Sliding Camera Cover Phone Case For Honor Magic6 Pro,"₦ 6,848",,No rating
TPU Phone Case For Honor X50i+,"₦ 2,381",,No rating
Sliding Camera Cover Phone Case For Honor X8b,"₦ 6,674",,No rating
Sliding Camera Cover Phone Case For Honor X7b,"₦ 6,674",,No rating
Sliding Camera Cover Phone Case For Honor 200,"₦ 6,848",,No rating
TPU Phone Case For Honor X50 GT,"₦ 2,381",,No rating
Sliding Camera Cover Phone Case For Honor X8b,"₦ 6,674",,No rating
TPU Phone Case For Honor 90 GT,"₦ 2,381",,No rating
Sliding Camera Cover Phone Case For Honor 200 Pro,"₦ 7,213",,No rating
Sliding Camera Cover Phone Case For Honor X7b,"₦ 6,674",,No rating
Sliding Camera Cover Phone Case For Honor X8b,"₦ 6,674",,No rating
Type-C to USB 3.0 OTG Adapter,"₦ 1,738",,No rating
TPU Phone Case For Honor Play 50,"₦ 2,711",,No rating
TPU Phone Case For Honor 200 Lite Global Version,"₦ 2,520",,No rating
Type-C to USB 3.0 OTG Adapter,"₦ 1,738",,No rating
Sliding Camera Cover Phone Case For Honor X8b,"₦ 6,674",,No rating
Sliding Camera Cover Phone Case For Honor 200 Lite Global,"₦ 6,848",,No rating
TPU Phone Case For Honor 100,"₦ 2,173",,No rating
Sliding Camera Cover Phone Case For Honor X7b,"₦ 6,674",,No rating
Sliding Camera Cover Phone Case For Honor 200,"₦ 6,848",,No rating
TPU Phone Case For Honor X9b / Magic6 Lite 5G,"₦ 2,520",,No rating
TPU Phone Case For Honor 100 Pro,"₦ 2,381",,No rating
TPU Phone Case Honor Magic6 Pro,"₦ 2,173",,No rating
TPU Phone Case For Honor 200,"₦ 2,520",,No rating
Sliding Camera Cover Phone Case For Honor X9b,"₦ 6,674",,No rating
TPU Phone Case For Honor Magic6,"₦ 2,381",,No rating
Sliding Camera Cover Phone Case For Honor X7b,"₦ 6,674",,No rating
TPU Phone Case For Honor 90,"₦ 2,173",,No rating
D-188 TF & USB to Micro USB & Type-C Card Reader OTG Adapter,"₦ 6,900",,No rating
TPU Phone Case For Honor Play8T Pro,"₦ 2,711",,No rating
TPU Phone Case For Honor Play 50 Plus,"₦ 2,381",,No rating
Sliding Camera Cover Phone Case For Honor 200 Lite Global,"₦ 6,848",,No rating
Sliding Camera Cover Phone Case For Honor 200 Pro,"₦ 6,848",,No rating
Sliding Camera Cover Phone Case For Honor 200 Lite Global,"₦ 6,848",,No rating
Sliding Camera Cover Phone Case For Honor 200,"₦ 6,848",,No rating
USB-C / Type-C Female to Micro USB Male Connector Adapter,"₦ 8,082",,No rating
Sliding Camera Cover Phone Case For Honor 200 Lite Global,"₦ 6,848",,No rating
Sliding Camera Cover Phone Case For Honor 200,"₦ 6,848",,No rating
OTG cable,"₦ 3,233",,No rating
Sliding Camera Cover Phone Case For Honor 200 Pro,"₦ 6,848",,No rating
Sliding Camera Cover Phone Case For Honor 200 Pro,"₦ 6,848",,No rating
Type-C to USB 3.0 OTG Adapter,"₦ 1,738",,No rating
Sliding Camera Cover Phone Case For Honor 200,"₦ 6,848",,No rating
D-188 TF & USB to Micro USB & Type-C Card Reader OTG Adapter,"₦ 6,900",,No rating
Sliding Camera Cover Phone Case For Honor X9b,"₦ 6,674",,No rating
Sliding Camera Cover Phone Case For Honor Magic6 Pro,"₦ 6,848",,No rating
Sliding Camera Cover Phone Case For Honor 200,"₦ 6,848",,No rating
Mini Metal USB Flash 3.0 Highspeed 2TB Flash Drive USB Pen,"₦ 105,057",,No rating
RJ45 Ethernet Lightning To HDMI Adapter 1080P HD Network Wired Adapter Charging Converter For IPhone IPad TV Keyboard Mousestyle 1,"₦ 115,061",,No rating
Type C To 3.5mm Audio Adapter For Osmo Pocket External Microphone Lossless Sound Quality Headphone Adapter,"₦ 104,166",,No rating
TypeC OTG Adapter Cable For Huawei Honor 9  Xiaomi Mi 9 Android MacBook Mouse Gamepad Tablet PC Type C OTG USB Cable3,"₦ 96,781",,No rating
Type C Female To USB Male Adapter Connector For Huawei Oneplus Xiaomi Samsung Laptops TypeC Phone Chargers USBC TYPEC CableABC Black,"₦ 70,696",,No rating
"Micro USB 2.0 Magnetic Adapter For Android Huawei USB Cable, Magnetic Charger For Redmi LG Moto Xiaomi HONOR Charging4G TypeC Adapter","₦ 49,796",,No rating
Keychain USB Type C Male To Micro USB Female Adapter USB TypeC Support OTG For Xiaomi 4C LeTV Huawei HTC Oneplus LG Tablet5,"₦ 96,781",,No rating
For Xiaomi 33W 67W 120W Turbo Fast Charger For Mi 12 11 10,"₦ 87,544",,No rating
USB C Magnetic Adapter For Samsung Huawei Xiaomi Redmi LG VIVO OPPO SONY Honor OnePlus Smartphone Accessories Magnetic Chargerandroid Tip,"₦ 101,705",,No rating
8Pin To USB 3.0 OTG Adapter Cable For IPhone 13 12 11 Pro Max Xs XR 7 8 Plus IPad For IOS 13 Above For Mouse Camera Card ReaderGold,"₦ 61,547",,No rating
Typec Adapter Micro Magnetic Adapter For Samsung Huawei Honor Xiaomi Redmi LG MOTO VIVO OPPO SONY Android Magnetic Charger12G B Micro Adapter,"₦ 190,524",,No rating
For IOS OTG Adaptador For IPhone USB Type C To Lightning,"₦ 177,376",,No rating
D63A DisplayPort  Mini DP  UCBC  TypeC Male to HDMI Female 3 in 1 Adapter,"₦ 72,459",,No rating
USBC Input To HDMI  DP1.4 Output Adapter Ultra HD 4K60HZ,"₦ 138,388",,No rating
USBC  TypeC Female To Micro USB Male Converter Adapter Black,"₦ 23,706",,No rating
USB 3.0 Female To Micro USB  USBC  TypeC Male Charging  Transmission OTG Adapter CableGold,"₦ 22,976",,No rating
Lightning IPhone To USB3 OTG Camera AdapterCable Cord With,"₦ 86,916",,No rating
For Xiaomi 33W 67W 120W Turbo Fast Charger For Mi 12 11 10,"₦ 97,322",,No rating
OTG Adapter For IPhone 13 12 11 Pro Xs Max X 8 Plus Se IPad Converters Charging Data For Ios To USB 3.0 U Disk Phone ConnectorSilver,"₦ 179,419",,No rating
Micro USB 2.0 OTG Adapter Compatible With Huawei Honor 7x Nova 2i Redmi Note 5 Redmi 5A Vivo Oppo Samsung S6s7 Android Smartphone White BDZ,"₦ 54,248",,No rating
"Micro USB 2.0 Magnetic Adapter For Android Huawei USB Cable, Magnetic Charger For Redmi LG Moto Xiaomi HONOR Charging4G TypeC Adapter","₦ 187,346",,No rating
HDMI Video Capture Card Device USB3.0 1080P 60FPS Video Audio Grabber Recorder,"₦ 260,364",,No rating
15PCS Mobile Phone OTG Adapter Micro USB To TypeC Adapter USB C Phone Charger Adapter Converter Mobile Phone Accessories1 PCS Black,"₦ 160,388",,No rating
1080P HDMIcompatible TV Digital AV Adapter For Lightning For Iphone 8 7 6s 5s 8plus 8 Pin For Ipad Mini Air Pro,"₦ 122,971",,No rating
"Lightning SD Card Reader For IPhone 11 Pro Max,iPad,OTG Adapter,  Camera Dongle 128gb 200gb Camera Video Po File IOS13.1","₦ 135,228",,No rating
High Speed Type_C To USB 3.0 OTG Adapter Converter For Flash Drive Mouse U Disk Reader For Android Iphone Phone AccessoriesMirco USB Black,"₦ 46,007",,No rating
UMI UMIDIGI A7A7PROA9A9Pro A11 Cell Phone  Travel,"₦ 80,368",,No rating
5 In 1 8 Pin Male To USB  HDMI  TF  SD Card Slot  8 Pin Power Female OTG Digital AV Adapter,"₦ 51,158",,No rating
USB To TypeC Adapter USB Male To Type C Female Cable Adapter Converter For Samsung Huawei USB C Connector For IPhone 13 MacbookBlack,"₦ 61,547",,No rating
Micro USB 2.0 OTG Adapter Compatible With Huawei Honor 7x Nova 2i Redmi Note 5 Redmi 5A Vivo Oppo Samsung S6s7 Android Smartphone Black BDZ,"₦ 69,596",,No rating
100W USB Type C Magnetic Cable Adapter Cable Converter For Ipad Pro Macbook 2019 2018 Magnet Adapter Cable Connector Bent,"₦ 209,537",,No rating
Phone Tapper Mini Mute For Games Deal With 2 Heads,"₦ 50,285",,No rating
Keychain USB Type C Male To Micro USB Female Adapter USB TypeC Support OTG For Xiaomi 4C LeTV Huawei HTC Oneplus LG Tablet5,"₦ 160,388",,No rating
D188 3 In 1 TF  USB To Micro USB  TypeC Card Reader OTG Adapter ConnectorWhite,"₦ 26,261",,No rating
Full Screen Protector For OnePlus 12,"₦ 2,914",,No rating
6.35mm Female To 3.5mm TRS Male Stereo Audio Adapter 6.35mm,"₦ 13,000",,No rating
Lightning To 1080P HDMI Cable USB SD TF Card Reader OTG Digital AV Multiport Adapter Hub For IPhone131211XSXRX87iPad4 IN 1,"₦ 94,668",,No rating
Usb Type C To 3.5mm Aux Adapter Typec 3 5 Jack Audio Cable  For Samsung Galaxy S21 Ultra S20 Note 20 10 Plus Tab S7 S7,"₦ 66,645",,No rating
"Lightning SD Card Reader For IPhone 11 Pro Max,iPad,OTG Adapter,  Camera Dongle 128gb 200gb Camera Video Po File IOS13.1","₦ 41,869",,No rating
2 IN 1 USB Type C TO 3.5MM Jack Adapter Audio Aux Cable USBC To 3.5mm Headphone Adapter For Samsung Note 10 20 Oneplus 8 7 Pro2 IN 1 Grey,"₦ 54,999",,No rating
ThreeinoneTYPEC Mobile Phone To TV Screen Casting Adapter,"₦ 110,068",,No rating
50cm Usb Cable Charger for MOTOROLA RAZR V3a V3 V3c V3e V3i V3m V3r H700 MING Q Q2 Z6 Z3 Z6tv Z8 V36,"₦ 51,891",,No rating
2 In 1 TypeC To Audio 3.5mm Headphone JackRose Gold,"₦ 1,903",,No rating
3in1 HiRes Mobile Gaming Sound Card Typc C Connector Mobile Gaming Sound Card With Charger Adapter For Samsung Huawei XiaomiBlack  2 In 1,"₦ 54,301",,No rating
2 In 1 Charging Audio Adapter For IPhone 7 8 XS MAX XR 3.5mm Jack Aux Earphone Music Charging Splitter For IOS 11 12 Music Play3.5 Lightning,"₦ 60,202",,No rating
ESR USB C DAC Adapter 2 In 1 Type C To 3.5 Earphone Adapter Audio Typec To Earphone 3mm Jack AUX Usb C 3.5 For Samsung Usbc 3 5TypeC To 3.5mm 1 Pcs,"₦ 54,074",,No rating
Headphone Adapter For IPhone 13 12 11 X XR AUX Earphone Adaptador On IOS 12 13 14 15To 3.5mm Jack Female Male Charger AdaptersAll Ios System,"₦ 56,972",,No rating
USB-C / Type-C Male to USB 3.0 Female OTG Data Transmission Adapter(Black),"₦ 2,463",,No rating
USB 3.0 Female to USB-C / Type-C Male + Micro USB Male Multi-function OTG Adapter with Sling Hole (Silver),"₦ 3,381",,No rating
Mini Aluminum Alloy USB-C / Type-C Male to USB Female OTG Adapter Connector,"₦ 2,962",,No rating
8 Pin Female to USB-C / Type-C Male Metal Shell Adapter(Black),"₦ 3,059",,No rating
