Name,Discount_price,Actual_price,Rating_stars
Mobile Phone Gaming Trigger Game PUBG Button Controller,"₦ 5,460","₦ 6,551",3
"Atouch New Style Apad 5G Dual Card, 7-inch Screen, 8GB + 256GB,Front 5.0M Back 8.0M","₦ 70,000","₦ 92,000",No rating
"Holder Portable Phone Holder Mobile IPhone, Smart Phones (Foldable)","₦ 2,840","₦ 6,196",3.7
"itel VistaTab 30 11"" 4GB RAM/128GB ROM Android T - Blue","₦ 197,000","₦ 210,000",3.5
Dp Solar Panel Battery Charger For All Mobile 6W/7.2V DP-Li27,"₦ 11,999","₦ 50,000",2.3
C Idea Android 12 7 Inch Kid Tablet Dual Camera 6GB RAM 128GB 5000mAh Purple,"₦ 69,999","₦ 83,284",3.5
itel S24 6.6'' 8GB RAM/256GB ROM Android 13 - White,"₦ 186,200","₦ 250,000",4
Universal Silicone Phone Holder Suction Anti-Slip,"₦ 1,805 - ₦ 5,605","₦ 2,500 - ₦ 8,495",3
"Redmi 13C Case, Ring Holder Stand Matte Back Soft Bumper Hybrid Protective Cover For Xiaomi Redmi 13C /Poco C65","₦ 9,157","₦ 16,268",4.7
Ace Elec Power Banks 20000 MAh Utra Slim Portable Fast Charger (ACE ELEC),"₦ 16,000","₦ 25,000",3.7
"C Idea 8 Inch Tablet, Google Android 12.0 Dual Cameras SIM 8GB RAM/256GB ROMStorage Long Battery Life Tablet For Adults Teenagers CM822 Blue","₦ 79,900","₦ 90,000",3
Oraimo Chargerkit UK OCW-U106S+CC54 WhiteP1,"₦ 9,340","₦ 16,500",2
"Type C To Lightning USB Cable For Apple Iphone, IPad, IPod","₦ 2,800","₦ 5,000",4
Full Touch Screen Smart Watch - For Android & IOS,"₦ 9,982","₦ 11,707",3.5
Oraimo Watch Strap 12 Nylon Watch Straps,"₦ 5,714","₦ 10,997",4
"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Orange","₦ 236,951","₦ 304,386",4.3
"itel S23 Plus 6.78"", 256GB + Up To 16GB RAM, 5000mAh, 50MP, 4G","₦ 231,990","₦ 300,000",4.1
Tecno Camon 30 Premier 5G CL9 12GB/ 512GB - Black,"₦ 741,345","₦ 1,000,000",No rating
"C Idea 7 Inches Kids Tablet, Dual Cameras 256Gb Android 9 HD Screen Display Tablets With Low Price","₦ 63,920","₦ 99,999",5
New Age 33000mAh POWER BANK FASTCHARGE TYPE C INPUT & OUTPUT,"₦ 38,000","₦ 50,000",5
C Idea 7 Inch Android 12 Tablet Dual Camera 6GB RAM 128GB ROM 5000mAh For Adult Kid Red,"₦ 69,999","₦ 83,284",1
TONYDON ORIGINAL MEMORY CARD 4gb/8gb/16gb/32gb/64gb/128gb,"₦ 4,999 - ₦ 19,500","₦ 7,000 - ₦ 22,000",4
MK ® Wireless Earphones Bluetooth 5.3 Headphones LED Display Mini Ear Earbuds With Wireless Charging Case Touch Control Built-in Mic,"₦ 5,628","₦ 11,035",5
P9 Wireless Sport Bluetooth Stereo OverEar Foldable Headset,"₦ 6,558","₦ 17,000",3.8
Oraimo Conch2 In-Ear Wired Earphones With Mic Deeper Bass Earpiece,"₦ 7,599","₦ 7,999",4.5
Wireless Invisible Sleep Earbuds Hidden Earpods Small Tiny Mini Earphone,"₦ 15,890","₦ 22,585",5
P9 Wireless Bluetooth Stereo OverEar Foldable Headset,"₦ 6,640","₦ 10,000",3.4
Lenovo HT38 Bluetooth Earphones 5.0 TWS Bluetooth Earbuds,"₦ 10,199","₦ 20,024",3.9
"J10 3.5mm Gaming Headset With Deep Bass Stereo Speaker With Microphone And LED Light For Xbox One, PS4, PC Computer, PS Vita, IOS Device, Android Device","₦ 39,990","₦ 42,000",3.7
GT4 Pro Smartwatch 1.6“ 360*360 Wireless Charging NFC Business Watch 380 Large Battery,"₦ 47,404","₦ 72,576",3.7
Aluminum Travel Tripod For Camera Phone Mount Flexible Lightweight Tripod Light Stand Photography For Field Youtube Phone,"₦ 9,932","₦ 17,878",2
Oraimo Watch Lite 1.69'' LCD Display Waterproof Sports Smart Watch,"₦ 39,999","₦ 62,000",4.8
"Samsung Galaxy A55 5G 6.4"" 8GB RAM/128GB ROM Android 13 - Black","₦ 634,135","₦ 650,000",No rating
J6 Wireless Bluetooth Headset Pro6 Binaural Stereo,"₦ 4,220","₦ 11,244",1
OEMG Y30 Earhook Wireless Blutooth Headphone Earphone-black,"₦ 4,800","₦ 9,200",No rating
T55 PRO MAX SMART WRISTWATCH PHONE AND ANDROID,"₦ 14,499","₦ 150,000",3
Romoss 30000mAh Smart Power Bank,"₦ 59,900","₦ 76,900",5
"XIAOMI Redmi Pad Pro 5G 12.1"" 6GB RAM / 128GB ROM Xiaomi HyperOS, Android U - Grey","₦ 461,230","₦ 533,090",4.5
F9 Wireless Headset Bluetooth Earphone True Bass With Power Banc,"₦ 7,253",No old_price,No rating
Charging Cable For Xiaomi Mi Band 5 / 6 Smart Bracelet,"₦ 2,089","₦ 3,500",4.1
P9  Sport Wireless Stereo Extra Bass Headset,"₦ 6,835","₦ 18,000",3.6
"Samsung Galaxy A54 5G 6.4"" 8GB RAM/256GB ROM Android 13 -  Light Green","₦ 588,499","₦ 600,000",4.5
XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Starry Blue,"₦ 176,320","₦ 350,000",No rating
"itel S23 Plus 6.78"", 256GB ROM + Up To 16GB RAM, 5000mAh, 50MP","₦ 232,250","₦ 300,000",4.3
Mobile Pova5 Pro 6.6-Inch Incell Large Screen (2 16 Memory),"₦ 128,786",No old_price,1
"18 Inch Ring Light With Bag, Tripod Stand + Bag","₦ 42,500",No old_price,4
"Original Series 8 Ultra Smart Watch NFC With 2 Strap Apple, Android Ultra SmartWatch Sport,Compass, Wireless Charging","₦ 38,475","₦ 40,500",3.5
Zealot B28 LCD Display Wireless Bluetooth Stereo Bass Headphones,"₦ 23,899","₦ 35,000",5
Lenovo LP40 Pro BT5.1 Wireless Game Headphone Bag Safety Rope,"₦ 14,990","₦ 16,999",4
"IPhone XS,XS MAX,X Camera Lens Protector & Upgrade To 11 Pro","₦ 2,999","₦ 5,495",3
"Redmi 13C Case, Thin Slim Folio Flip Leather Case Cover For Xiaomi Redmi 13C /Poco C65","₦ 14,273","₦ 19,119",3.7
Realme GT6 Green 12+12GB RAM 256GB 5G,"₦ 799,000","₦ 999,000",5
"Atouch X19  Ultra 8gb RAM, 512gb ROM) 10.1 Android 12  - 10,000 Mah","₦ 140,000",No old_price,4
ECG+PPG Bluetooth Call Smart Watch Men Blood Pressure Health Monitoring Sports Fitness Watch,"₦ 37,769","₦ 79,514",5
Wireless Bluetooth Earphones Fingerprint Touch HiFi Stereo,"₦ 10,000",No old_price,1
Umidigi A7 Pro TPU Case/ Pouch,"₦ 2,849","₦ 2,999",5
Oraimo OPB-P160D 16000mAh High Speed Po Wer Ba Nk,"₦ 29,260","₦ 37,250",3.5
Luxury Fashion Pouch With Quotes For Iphone 12 Pro Max G,"₦ 4,999","₦ 7,000",5
Lenovo GM2 PRO BT5.3 Wireless Game Headphone Bag Safety Rope,"₦ 14,990","₦ 19,990",4
1.69'' Color Screen Waterproof Health Monitor Heart Rate Sport Bracelet Call Smart Watch-BLACK,"₦ 18,500","₦ 79,907",3.6
UMIDIGI A7 Pro Phone Case/Pouch,"₦ 3,400",No old_price,4.8
Maxim Tesserat ​T56 Ultra Sleek 11'' 2K HD Android 13 Tablet 12GB/256GB,"₦ 234,991","₦ 349,990",5
"AGM H6 6.6"", 256GB ROM /16GB RAM Android 13 - Black","₦ 272,669","₦ 304,386",3.9
Lenovo LP40 + Bag Upgrade Version Bluetooth 5.1 Headset BLACK,"₦ 11,990","₦ 20,462",4.3
GT4 Pro Smartwatch 1.6“ 360*360 Wireless Charging NFC Business Watch 380 Large Battery,"₦ 48,794","₦ 75,936",5
GPS Smart Watch For Huawei GT4 Pro NFC IP68 Waterproof Blood Sugar Smartwatch,"₦ 53,179","₦ 121,956",4
"Zealot P1 Bluetooth Subwoofer Speaker,FM,8000mAh Big Battery","₦ 50,000",No old_price,5
Silicone Back Case For IPhone 13 Pro Max,"₦ 4,000",No old_price,5
P9 SPORT WIRELESS BLUETOOTH GAMING  HEADPHONE,"₦ 6,835","₦ 20,000",4
For Xiaomi Mi Watch Lite / Redmi Watch Silicone Watchband,"₦ 3,315","₦ 3,814",3
20 Pieces - Anti-sweat Mobile Game Controller Finger Sleeve Gaming Cot Sets Hand Sweatproof Breathable PUBG/ CALL OF DUTY/ FREE FIRE,"₦ 3,791","₦ 3,990",No rating
"Stylus Pen For Touch Screen - For Android, Apple, Tablet","₦ 17,028","₦ 25,200",5
Series 8 Smart Watch For Bluetooth Calls/Messages Pro Black,"₦ 25,622","₦ 65,500",3.5
"Ultra Series 8 Smart Watch + Earbud 2 Pro + 20W Charging Adapter 2.02"" Retina Screen BT Call Wireless Charging NFC IP68 Water Resistance","₦ 36,000","₦ 70,000",3.4
Bluetooth Wireless Long Playtime True Bass Earphones -White,"₦ 4,620","₦ 9,125",4.7
itel RS4 256GB ROM+24(12+12) GB RAM Silvery White,"₦ 231,400","₦ 250,000",2
Oraimo FreePods Lite 40-hour Playtime ENC True Wireless Earbuds,"₦ 20,999","₦ 35,000",4.2
For Samsung Galaxy Buds Live / Buds 2 / Buds Pro Case,"₦ 4,730","₦ 5,352",4.8
L/R R11 Pubg/Call Of Duty Mobile Controller Game Trigger Button,"₦ 5,699","₦ 5,999",5
"Camera Lens Shield Protector For Umidigi A13, A13S, A13 Pro, Power 7S, F3, F3S","₦ 2,849","₦ 2,999",4.5
Case For Tecno Camon 30 Premier Hard Transparent Acrylic Back Scratch Resistant Anti-Slip Case,"₦ 9,157","₦ 16,268",3
AGM PAD P1 10.36inch 8GB RAM+256GB ROM 7000mAh Tablet PC,"₦ 300,700","₦ 407,212",4.3
SmartWatch Series 8 Utral With Earbud And Double Strap,"₦ 25,500","₦ 35,000",4.5
Extendable Foldable Rotating Bluetooth Remote Selfie Stick,"₦ 8,499","₦ 13,999",No rating
"Atouch New Style Apad 5G Dual Card, 7-inch Screen, 8GB + 256GB,Front 5.0M Back 8.0M","₦ 70,000","₦ 92,000",No rating
Color Buckle TPU Wrist Strap For Fitbit Charge 4 / Charge 3,"₦ 5,210","₦ 7,442",4.3
Case For Tecno Camon 20 Pro 5G Dual Layer Soft TPU Hard PC Back Stand Cover,"₦ 9,157","₦ 14,222",5
R11 For Pubg/Cod Controller Mobile Game Trigger Button IOS/ANDROID,"₦ 5,999",No old_price,4.1
"C Idea 7 Inches Kids Tablet, Dual Cameras 256Gb Android 9 HD Screen Display Tablets With Low Price","₦ 68,000","₦ 99,999",No rating
20 Pieces - Anti-sweat Mobile Game Controller Finger Sleeve Gaming Cot Sets Hand Breathable PUBG/ CALL OF DUTY/ FREE FIRE,"₦ 3,799","₦ 3,999",4.5
Popular Android Universal In-ear Headphones Green,"₦ 2,187","₦ 4,047",3.7
Universal Silicon Phone Holder Suction Anti-Slip - Pink,"₦ 1,805 - ₦ 2,755","₦ 2,654 - ₦ 5,020",4
"18 Inch Ring Light With Bag, Tripod Stand + Bag","₦ 37,900","₦ 39,757",4.2
"ZTE Blade A34, 4+4GB RAM 64GB ROM 5000mAH, Android 13 - Green","₦ 109,990","₦ 120,000",3
Screen Protector T500+ Plus Smartwatch Series 6 44mm,"₦ 3,600","₦ 5,000",No rating
Wireless Earphones Bluetooth 5.3 Earphones TWS Earbuds Built-in Microphone In-Ear,"₦ 7,013","₦ 12,836",5
itel NEW 20000mAh Dual Input & Dual Output (Fast Charging) Power Bank,"₦ 24,990","₦ 44,000",No rating
Full Screen Protector Apple Watch Series 4 / 5/ 6/ SE 44mm,"₦ 3,600","₦ 5,000",No rating
F9 Bluetooth Headset  Headphones Fingerprint Touch,"₦ 5,180","₦ 10,390",4
Huawei LATEST GSM SIMCARD TABLE PHONE WITH KEYPAD BACKUPLIGHT,"₦ 22,800","₦ 23,000",4.3
Camera Lens Converter For IPhone XS MAX To 11 Pro Max,"₦ 4,999","₦ 5,000",3
Bluetooth 5.0 Wireless Touch Headset Can Charge Mobile Phones Black+ 2200mah Power Banks,"₦ 8,000",No old_price,1.3
Oraimo FreePods 4 Active Noise Cancellation Wireless Earbuds,"₦ 47,499","₦ 95,000",4.4
"XIAOMI Redmi Pad SE 8.7"" 4G 4GB RAM / 128GB ROM Android 13 - Grey","₦ 207,300","₦ 235,905",No rating
Clip On Earphones Bone Conduction  Sports Bluetooth Headsets,"₦ 8,777","₦ 10,532",3.5
Huawei 64GB/128GB/256GB/512GB  Micro SD Card Class 10 UHS-1 TF Memory Card,"₦ 21,072","₦ 38,000",2.8
Mobile Pova5 Pro 6.6-Inch Incell Large Screen (2 16 Memory),"₦ 128,786",No old_price,1
"18 Inch Ring Light With Bag, Tripod Stand + Bag","₦ 42,500",No old_price,4
"Original Series 8 Ultra Smart Watch NFC With 2 Strap Apple, Android Ultra SmartWatch Sport,Compass, Wireless Charging","₦ 38,475","₦ 40,500",3.5
For Samsung Galaxy Fit 2 Silicone Watch Band(Black),"₦ 3,280","₦ 4,318",4.3
Zealot B28 LCD Display Wireless Bluetooth Stereo Bass Headphones,"₦ 23,899","₦ 35,000",5
Lenovo LP40 Pro BT5.1 Wireless Game Headphone Bag Safety Rope,"₦ 14,990","₦ 16,999",4
Samsung Galaxy S22 S9010 5G Dual Sim Android 12 8+128G,"₦ 513,590","₦ 675,000",3
"IPhone XS,XS MAX,X Camera Lens Protector & Upgrade To 11 Pro","₦ 2,999","₦ 5,495",3
"Redmi 13C Case, Thin Slim Folio Flip Leather Case Cover For Xiaomi Redmi 13C /Poco C65","₦ 14,273","₦ 19,119",3.7
Realme GT6 Green 12+12GB RAM 256GB 5G,"₦ 799,000","₦ 999,000",5
"Atouch X19  Ultra 8gb RAM, 512gb ROM) 10.1 Android 12  - 10,000 Mah","₦ 140,000",No old_price,4
ECG+PPG Bluetooth Call Smart Watch Men Blood Pressure Health Monitoring Sports Fitness Watch,"₦ 37,769","₦ 79,514",5
Wireless Bluetooth Earphones Fingerprint Touch HiFi Stereo,"₦ 10,000",No old_price,1
Business Wireless Earphones Bluetooth Headsets,"₦ 3,200","₦ 3,841",3.3
Umidigi A7 Pro TPU Case/ Pouch,"₦ 2,849","₦ 2,999",5
Oraimo OPB-P160D 16000mAh High Speed Po Wer Ba Nk,"₦ 29,260","₦ 37,250",3.5
Luxury Fashion Pouch With Quotes For Iphone 12 Pro Max G,"₦ 4,999","₦ 7,000",5
Lenovo GM2 PRO BT5.3 Wireless Game Headphone Bag Safety Rope,"₦ 14,990","₦ 19,990",4
1.69'' Color Screen Waterproof Health Monitor Heart Rate Sport Bracelet Call Smart Watch-BLACK,"₦ 18,500","₦ 79,907",3.6
Bluetooth Earphone Earbuds Stereo Sound Touch Sensor Control For Android & IOS,"₦ 5,659","₦ 6,637",3.8
UMIDIGI A7 Pro Phone Case/Pouch,"₦ 3,400",No old_price,4.8
Maxim Tesserat ​T56 Ultra Sleek 11'' 2K HD Android 13 Tablet 12GB/256GB,"₦ 234,991","₦ 349,990",5
"AGM H6 6.6"", 256GB ROM /16GB RAM Android 13 - Black","₦ 272,669","₦ 304,386",3.9
Lenovo LP40 + Bag Upgrade Version Bluetooth 5.1 Headset BLACK,"₦ 11,990","₦ 20,462",4.3
P47 5.0 Wireless Bluetooth Stereo Foldable Headphone-black,"₦ 4,655","₦ 12,000",3.3
Leather Phone Case For Xiaomi Redmi 13C,"₦ 6,347","₦ 8,742",4.3
Skyrun 10000 MAh Pro Fast Charging Power-Bank (22.5W-YN-05) - Black,"₦ 14,590","₦ 27,533",3.5
GD28 Single-ear Lightweight Clip Ear Bluetooth Earphone,"₦ 6,690","₦ 9,557",3.9
GT4 Pro Smartwatch 1.6“ 360*360 Wireless Charging NFC Business Watch 380 Large Battery,"₦ 48,794","₦ 75,936",5
GPS Smart Watch For Huawei GT4 Pro NFC IP68 Waterproof Blood Sugar Smartwatch,"₦ 53,179","₦ 121,956",4
"Zealot P1 Bluetooth Subwoofer Speaker,FM,8000mAh Big Battery","₦ 50,000",No old_price,5
Silicone Back Case For IPhone 13 Pro Max,"₦ 4,000",No old_price,5
P9 SPORT WIRELESS BLUETOOTH GAMING  HEADPHONE,"₦ 6,835","₦ 20,000",4
For Xiaomi Mi Watch Lite / Redmi Watch Silicone Watchband,"₦ 3,315","₦ 3,814",3
20 Pieces - Anti-sweat Mobile Game Controller Finger Sleeve Gaming Cot Sets Hand Sweatproof Breathable PUBG/ CALL OF DUTY/ FREE FIRE,"₦ 3,791","₦ 3,990",No rating
"Stylus Pen For Touch Screen - For Android, Apple, Tablet","₦ 17,028","₦ 25,200",5
Series 8 Smart Watch For Bluetooth Calls/Messages Pro Black,"₦ 25,622","₦ 65,500",3.5
Bluetooth Wireless Long Playtime True Bass Earphones -White,"₦ 4,620","₦ 9,125",4.7
Lenovo XT85 Music Bluetooth 5.0 Headset With Microphone In Ear,"₦ 9,990","₦ 29,900",4
Wireless Bluetooth Headset,"₦ 4,800","₦ 13,000",2.7
Oraimo Colorful Light Thumping Bass SoundFlow Wireless Soundbar,"₦ 69,229","₦ 118,847",4.4
"Wireless Desk Phone, Phone Support, Dual SIM, 2G Landline","₦ 46,000","₦ 68,045",4.6
"22 Inch Ring Light With Bag, Tripod Stand + Bag","₦ 42,655","₦ 55,789",4
ZTE Nubia Focus Pro 5G 8GB+256GB 6.72' 5000MAH 13- Light Brown,"₦ 285,450","₦ 350,000",No rating
"C Idea 10.1 Inch Tablet, Android 12 Tablet 8GB RAM+128GB ROM,1920*1200 HD Screen, Dual Camera 8MP+13MP, 6000mAh, Gray","₦ 145,000","₦ 270,000",No rating
Camera Lens Shield Protector For IPhone 11/12/13/14/15/(11white),"₦ 2,850 - ₦ 2,999","₦ 4,000",1
P9 Wireless Bluetooth Stereo OverEar Sport Headset,"₦ 6,465","₦ 16,000",4.2
OEMG Air31 TWS Bluetooth Earphones With LED Digital Display,"₦ 6,899","₦ 12,000",No rating
2023 Smartwatch Men Wireless Charging 2.05 Inch HD Screen Custom Watch Faces 500+ Waterproof Smartwatch For Apple,"₦ 47,121","₦ 139,202",5
Zealot S37L 3D Heavy Bass Sound Bluetooth Speaker,"₦ 81,605","₦ 97,900",4.3
OEMG I13 In-ear Wireless Bluetooth Headsets Headphones,"₦ 4,660","₦ 11,000",No rating
"Redmi 13C Case, Thin Slim Folio Flip Leather Case Cover For Xiaomi Redmi 13C /Poco C65","₦ 14,273","₦ 26,500",4.6
"P47 Wireless Bluetooth Headphone, FM Radio / Sd Card / MP3","₦ 5,250","₦ 5,990",3.6
Nine D28 TWS Wireless Earphone Bluetooth,"₦ 13,699","₦ 28,000",No rating
Transparent Protective Case For IPhone 11 Pro,"₦ 2,980","₦ 3,350",3
LED Lights Cell Phone Photography Rabbit Hutch Universal Horizontal Vertical Photography Fill Light Video Shooting Stand,"₦ 10,227","₦ 20,053",1.5
(Influencer Light) Mobile Phone Led Light,"₦ 25,500","₦ 75,500",No rating
"Samsung Galaxy A35 5G 6.6"" 6GB RAM/128GB ROM Android 14 - Awesome Navy","₦ 477,815","₦ 500,000",No rating
Quality 12 Inch Selfie Ring Light Dimmable Ringlight + Stand,"₦ 17,500","₦ 23,500",1
"Atouch Adult 10.1inch X19Life Android 12.0 8GB+512GB,5G,10000 MAh,double Cameras Front 13.0M Back 16.0M","₦ 158,000","₦ 194,000",No rating
Car Jump Starter/Power Bank/Battery With Emergency LED Light,"₦ 57,000",No old_price,5
Selfie Phone Light & Laptop & Video Streaming Led Cube Light,"₦ 12,500",No old_price,No rating
"USB C To Lightning Fast Charge Cable For Iphone X, 11, 12, 13 And 14 Pro Max","₦ 2,590","₦ 3,550",5
GT4 Pro Smartwatch 1.6“ 360*360 Wireless Charging NFC Business Watch 380 Large Battery,"₦ 46,879","₦ 72,576",4.6
Series 8 Smartwatch Use For Calls And Messages 'Black',"₦ 25,603","₦ 62,550",No rating
1metre Type-C To Lightning Cable For IPhone Users,"₦ 5,699","₦ 9,000",5
10000mAh High-capacity Power Bank & Router Wifi,"₦ 55,000","₦ 70,000",5
10 Pieces - Anti-sweat Mobile Game Controller Finger Sleeve Gaming Cot Sets Hand Sweatproof Breathable PUBG/ CALL OF DUTY/ FREE FIRE,"₦ 2,849","₦ 2,999",4
"Atouch Adult 10.1inch SE PRO Android 12.0 12GB+512GB,5G,10000 MAh,double Cameras Front 20.0M Back 36.0M","₦ 172,000","₦ 215,000",1
P35 Graffiti Wireless Headset Extra Bass Noise Cancelling,"₦ 16,000","₦ 25,000",4
Bluetooth Selfie Stick Tripod + Fill Light +Shutter Remote,"₦ 10,000",No old_price,5
Wireless Earphones Protective Case For AirPods Pro,"₦ 5,668","₦ 8,097",5
Nine C800U ULTRA SMART WATCH,"₦ 13,499","₦ 23,500",4.2
Oraimo Power-Bank OPB-7204Q 2WSpeed 22.5W Fast Charging,"₦ 27,370","₦ 46,000",4
Camera Lens Shield Protector For IPhone 15 14 13 12 11 Pro Max(black),"₦ 2,850 - ₦ 2,900","₦ 4,000",No rating
Mr. Diy Liquid Silicone Case With Camera Len Protector IPhone 12 B,"₦ 4,274","₦ 6,000",No rating
Back Protector & Camera Converter For XS MAX To 11 Pro Max,"₦ 3,200","₦ 5,000",4
Firman P20H 20000mAh (SUMEC) Power Bank,"₦ 27,000",No old_price,4
IPhone Charger 20W USB Type C To IPhone 12 /11/X /Pro Max Fast Charger Original,"₦ 10,000","₦ 15,000",1
Clear Hard Acrylic Back Case For Apple IPhone 15 Pro Max,"₦ 14,250","₦ 18,000",No rating
Samsung Galaxy A23/ A13 4G Silicone Back Case + Free Screen Protector,"₦ 5,500",No old_price,5
Selfie Stick Wengfeng Professional Tripod Stand,"₦ 33,500","₦ 45,650",No rating
"XIAOMI Redmi Pad Pro 5G 12.1"" 8GB RAM / 256GB ROM HyperOS, Android U - Green","₦ 533,010","₦ 614,875",No rating
Ultra Smartwatch 8 Men Ultra Women IP67 Waterproof Series8 Wireless Charging,"₦ 15,199","₦ 39,998",4
Infinix Xwatch -XW3E - Grey,"₦ 42,825","₦ 59,999",No rating
GPS Tracker NFC Smartwatch Men GT4 Pro AMOLED HD Screen Heart Rate IP68 Waterproof,"₦ 44,534","₦ 76,796",5
Shockproof Monster Case For Umidigi Power 5/ A11 Case/Pouch,"₦ 5,999",No old_price,4.3
Oraimo FreePods 4 Active Noise Cancellation Wireless Earbuds,"₦ 47,500","₦ 80,000",No rating
UMIDIGI A13 Pro Screen Glass Protector,"₦ 2,250","₦ 3,000",3.2
USB Charger Cable For Xiaomi Mi Band 4/ M4 Smart Band,"₦ 1,899","₦ 3,000",3.5
12 Inches Ring Light,"₦ 14,500","₦ 17,476",5
Oraimo FreePods 4 Active Noise Cancellation Wireless Earbuds,"₦ 47,499","₦ 70,000",4.2
Nine S9 ULTRA SMART WATCH { DELUXE ADITION },"₦ 13,499","₦ 25,500",5
"Series 8 Fitness I20 Ultra Max SUIT 10 In 1 Set Smartwatch With TWS Earphone Wireless 7 Straps 2.3"" Heart Rate Tracker Ultra 8 Smart Watch 49mm","₦ 35,150","₦ 38,000",5
Umidigi Bison PRO Soft TPU Silicon Case,"₦ 4,749","₦ 4,999",5
Series 8 Smart Watch For Bluetooth Calls/Messages Black,"₦ 25,649","₦ 65,500",No rating
H13 Ultra Plus - Black Wearable Device Smart Watch,"₦ 37,810","₦ 45,500",4.4
ECG+PPG Bluetooth Call Smart Watch Men Blood Pressure Health Monitoring Sports Fitness Watch,"₦ 34,777","₦ 73,214",4
Luxury Silicon IPhone 11 Pro Max Pouch Black,"₦ 2,999","₦ 4,800",No rating
Camera Lens Converter For IPhone XS To 11 Pro Max,"₦ 3,999","₦ 5,000",4.2
Silicone Suction Cup Phone Case Holder Non-Slip 24 Pack Square Suction Cup Hands Free Holder,"₦ 5,387","₦ 15,000",No rating
2in1 Magnetic Back Clip Semiconductor Mobile Phone Radiator,"₦ 13,100","₦ 24,890",4.5
15 Watts Ultra-thin Wireless Charger,"₦ 6,353","₦ 17,446",No rating
Enhanced Yufeng 3388  Phone Camera+Tripod Stand+Remote,"₦ 29,500","₦ 47,500",3.8
Nine D28 TWS Wireless Earphone Bluetooth,"₦ 13,204","₦ 28,000",3.4
Bro Toumi HW20 Smart Bluetooth Watch Talk Blood Oxygen-Black,"₦ 29,990","₦ 49,990",4.3
Oraimo 10000 Mah Power-Bank Dual Fast Charging,"₦ 11,090","₦ 19,000",4.5
2024 New Blood Lipids Uric Acid Blood Glucose Smart Watch Men ECG+PPG,"₦ 68,853","₦ 147,706",No rating
Oraimo Colorful Light Thumping Bass SoundFlow Wireless Soundbar,"₦ 100,000",No old_price,5
Romoss 30000mAh Smart Power Bank,"₦ 56,800","₦ 78,700",No rating
Otter Box Otterbox Defender Case For Samsung Galaxy S10,"₦ 17,100","₦ 18,000",5
P9 Wireless Bluetooth Stereo OverEar Foldable Sport Headset,"₦ 6,835","₦ 18,000",4
USB 6 Ports And 3 AC Sockets Ports For Charging,"₦ 21,518","₦ 50,550",No rating
Ring Light LED 18 Inches 48cm Ring Light Selfie,"₦ 32,600","₦ 37,000",3.6
Oraimo Smart Watch 4 Plus Full Touch HD Screen,"₦ 43,600","₦ 48,900",4.7
Samsung Galaxy Z Fold 6 S Pen Phone Case,"₦ 128,250","₦ 135,000",No rating
Samsung Galaxy A55 Shock Proof Smooth Silicon Protective Back Case,"₦ 9,500","₦ 10,000",No rating
Earphones/buds Jewellery Black Storage Case Bag,"₦ 2,565","₦ 3,000",4.5
Umidigi A3/A3X And A3 Pro TPU Case,"₦ 4,999",No old_price,No rating
Type C To Lightning USB Cable For IPhone 14 / 14 Pro Max,"₦ 2,800","₦ 5,000",5
Samsung Smart Clear View Case For Samsung Galaxy S22 Ultra,"₦ 85,000",No old_price,No rating
Led Live Makeup Multipurpose Desk Lamp Led Selfie Lighting Kit,"₦ 12,990",No old_price,No rating
"Samsung Galaxy Z Flip 3 2021 Case, Ultra Slim Hard PC Transparent With Electroplate Bumper Anti-Scratch Protective Case Cover For Samsung Galaxy Z Flip 3 5G","₦ 19,950","₦ 39,500",4.7
PAUL FENG 20000mAh Power Bank (Famous 200),"₦ 18,500","₦ 25,000",5
"Samsung Galaxy A55 5G 6.4"" 8GB RAM/128GB ROM Android 13 - Awesome Lemon","₦ 606,320","₦ 650,000",4
"Xiaomi Redmi Note 12 (6.67"") Screen Glass Protector","₦ 2,250","₦ 5,000",4.5
Samsung 65W Samsung PD Power Adapter,"₦ 9,400","₦ 15,999",No rating
Xundd Fully Protection Case For IPhone 14 Pro Max,"₦ 17,100","₦ 18,000",No rating
Series 8 ULTRA Smart Watch I8 ULTRA 45mm 49mm TWO Strap TWS Bluetooth Headset Heart Rate Monitor Fitness Sport Smartwatch For IPhone/android,"₦ 26,125","₦ 30,000",5
"V8 Wireless Gaming Controller Gamepad For Android,IOS,PC,PS3","₦ 19,950","₦ 24,800",4.3
Umidigi Bison / Bison Pro Screen Glass Protector,"₦ 2,250","₦ 5,000",No rating
Samsung Galaxy A03 Silicone Back Case Black,"₦ 4,000",No old_price,4.3
Samsung Galaxy S20 FE Screen Glass Protector-Full HD Cover,"₦ 2,200","₦ 2,400",No rating
Oraimo FreePods Pro ANC Active Noise Cancellation Wireless Earbuds,"₦ 82,999","₦ 105,000",3
Tecno Buds 3True Wireless Earbud- Black,"₦ 25,900","₦ 28,550",5
Photography Tripod Stands For Photo Studio Relfectors{Heavy},"₦ 18,500","₦ 23,500",No rating
MK ® Wireless Earphones Bluetooth 5.3 Headphones LED Display Mini Ear Earbuds With Wireless Charging Case Touch Control Built-in Mic,"₦ 6,461","₦ 12,669",No rating
