Name,Discount_price,Actual_price,Rating_stars
Hp EliteBook 840 G5 Intel Core I5-TOUCHSCREEN 16GB RAM/512GB SSD/Backlit Keyboard/FP Wins 11 Pro + BAG,"₦ 520,000","₦ 580,000",5
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 250,000","₦ 935,000",5
Hp ELITEBOOK X360 1030 G3 8TH GEN CORE I5 8GB RAM/ 512GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,"₦ 670,000","₦ 950,000",No rating
"Acer Aspire 5 Slim AMD Ryzen 5, 256gb Ssd 8gb Ram, Backlit","₦ 655,600",No old_price,4
DELL Latitude 7490 TOUCHSCREEN Intel Core I7- 1TB SSD/16GB RAM BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,"₦ 780,000","₦ 890,000",4.1
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 250,000","₦ 800,000",No rating
Hp Stream- Intel Celeron - 32GB SSD 4GB RAM Windows 10 PRO+ USB Light For Keyboard,"₦ 135,000",No old_price,No rating
Hp Stream- Intel Celeron - 32GB SSD 4GB RAM Windows 10 PRO+ USB Light For Keyboard,"₦ 135,000",No old_price,No rating
"Apple MacBook Pro 14.2"" M3 Pro 12C CPU/18C 18GB/1TB SSD - Black 2023","₦ 4,400,999","₦ 6,999,999",No rating
Hp ProBook 11 X360-  512GB SSD- TOUCHSCREEN Intel Celeron 4GB RAM WIN10 Pro  + Usb Light,"₦ 250,000","₦ 300,000",2.8
"Apple MacBook Air 15.3"" 16GB/ 512GB M3 Chip - Midnight 2024","₦ 2,999,999","₦ 5,999,999",No rating
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,"₦ 450,000","₦ 550,000",4
"Hp Stream11 Intel Celeron 4GB RAM, 64GB Win 10 Pro + Free Mouse","₦ 150,000","₦ 400,000",No rating
Macbook PRO Laptop A1278 13.3 Inch Core I5 2.5GHz 8GB RAM 500GB EN/AR Keyboard,"₦ 213,400","₦ 600,000",No rating
Hp EliteBook 840G6 Touchscreen Intel Core I5 16GB RAM/256GB SSD/Backlit Keyboard Wins 11 Pro,"₦ 628,000","₦ 680,900",No rating
"DELL 12.3"" Latitude 7285 Detachable PC Intel Core I5 512GB SSD 8G RAM Win 10 Pro","₦ 925,000","₦ 985,000",No rating
"Lenovo IDEAPAD 15 INTEL CORE I3 12GB RAM 256GB SSD 15.6""FHD WINDOWS 11","₦ 590,800",No old_price,No rating
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN 10 Pro+ MOUSE & USB LIGHT FOR KEYBOARD,"₦ 220,000","₦ 950,000",4.5
Hp EliteBook X360 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+ BAG,"₦ 610,000","₦ 690,000",4
Hp EliteBook 840 G5 TOUCHSCREEN Core I7-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 800,000","₦ 950,000",3.3
DELL Latitude 7490 Intel Core I5- 16GB RAM/512GB SSD BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,"₦ 430,000","₦ 560,000",No rating
"Hp  PROBOOK 11 X360, TOUCHSCREEN,INTEL CELERON,4GB RAM,512GB SSD + KEYBOARD FLASHLIGHT,","₦ 2,450,000",No old_price,2
Hp ProBook11X360-Touscheen Intel Celeron256gb SSD-4GB Ram Pouch,"₦ 210,000",No old_price,4.7
Asus VIVOBOOK FLIP 14 X360 4GB RAM/512GB SSD PENTIUM N6000 TOUCH/BACKLIT KEYBOARD WINS 11+ STYLUS PEN,"₦ 489,900",No old_price,No rating
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,"₦ 190,000",No old_price,5
"Apple MacBook Air 13.6"" 8GB/512GB M2 - Space Grey 2022","₦ 1,999,999","₦ 2,999,999",No rating
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ MOUSE,"₦ 155,000","₦ 250,000",No rating
"Apple MacBook Pro 14.2"" 11 Core /14 Core 18GB/512GB M3 Pro - Black","₦ 3,300,999","₦ 5,999,999",No rating
Hp EliteBook 840 G5 TOUCHSCREEN Core I7-32GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 785,000","₦ 800,000",No rating
"Asus X515EA Intel Core I7-1165G7 15.6"" 8GB RAM/256GB SSD Win 11","₦ 739,990","₦ 899,000",4
"Hp Probook 11 X360 TOUCHSCREEN, 4GB RAM,128GB SSD, INTEL P W10","₦ 214,999",No old_price,No rating
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD+ 1TB HDD 15.6"" HD Windows 10+ Bag","₦ 730,600","₦ 790,600",No rating
"Hp Pavilion 15 11th Gen Intel Core I7 16GB,512 SSD Backlit Keyboard,15.6"" Touchscreen Wins 10+ Bag","₦ 1,357,500",No old_price,No rating
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 569,000","₦ 950,000",3.5
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN 10 Pro+ MOUSE & USB LIGHT FOR KEYBOARD,"₦ 220,000","₦ 400,000",4.5
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED","₦ 875,000",No old_price,No rating
"Power Plus Laptop Ultra Massive Power Bank (910,000,000mwh)","₦ 331,550","₦ 518,000",4
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN 10 Pro+ MOUSE,"₦ 208,000",No old_price,No rating
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 525,000","₦ 600,000",5
Hp Envy 15 X360 Intel Core I7 16GB RAM/1TB SSD Win 11+ Wireless Mouse,"₦ 1,755,500","₦ 1,990,000",No rating
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,"₦ 520,000","₦ 565,000",No rating
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD,4GB NVIDIA RTX 3050 WINS 11","₦ 1,420,000","₦ 1,560,000",No rating
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,"₦ 250,000","₦ 290,000",No rating
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,16GB SSD + FLASH","₦ 120,000","₦ 190,000",No rating
Hp 15 Intel Pentium Quad Core Touchscreen(4GB RAM 500GB HDD- 32GB Flash- USB Light For Keyboard- Mouse- Windows 10 Purple,"₦ 490,000","₦ 898,000",2
Hp EliteBook 830 G6 X360 TOUCHSCREEN Core I5-16GB RAM/512GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 750,000","₦ 930,000",No rating
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 567,000","₦ 800,000",No rating
"DELL Alienware M18 R2 Intel Core I7-14700hx, 14th Gen 1TB SSD, 16GB RAM 18"" 8gb RTX 4070","₦ 3,800,000",No old_price,No rating
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 475,000","₦ 560,000",No rating
Hp Stream 11 Pro - 64GB SSD- Intel Celeron 4GB DDR4 RAM WIN10 P,"₦ 210,999",No old_price,5
"DELL XPS 13 9340,INTEL CORE ULTRA 7,2TB SSD/32GB RAM,3k OLED TOUCH,BACKLIT,FINGERPRINT,WIN 11 PRO","₦ 3,450,000",No old_price,No rating
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,"₦ 150,000",No old_price,No rating
Hp PROBOOK X360 11 INTEL PENTIUM 128GB SSD 4GB RAM TOHSC W11 P,"₦ 209,999",No old_price,No rating
"Hp ENVY 17-CW0097NR, 13th Gen I7,1TB/32GB RTX 3050","₦ 1,980,000",No old_price,No rating
"Alienware M18 R2 GAMING 14TH GEN,CORE I7-14700HX,1TB SSD/16GB RAM, RTX 4070,18"" WIN 11","₦ 3,800,000","₦ 4,100,000",No rating
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,512GB SSD+ WINDOW 11","₦ 450,000","₦ 500,000",No rating
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,"₦ 520,000","₦ 680,000",No rating
Hp EliteBook 840 G6 Intel Core I5-8GB RAM-256GB SSD-Backlit Keyboard 11 Pro+BAG,"₦ 470,000","₦ 630,000",No rating
Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,"₦ 225,000",No old_price,2.7
Hp EliteBook 830 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard-FP READER WIN 11 Pro+ BAG,"₦ 575,000","₦ 750,000",No rating
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ Keyboard USB Light ,"₦ 200,000","₦ 250,000",No rating
"Hp Pavilion 15 X360 11th Gen Intel Core™ I5,16GB RAM 1TB SSD, Backlit Keyboard, Wins 10","₦ 1,200,000","₦ 1,230,000",4.3
Hp ELITEBOOK X360 1040 G7 TOUCHSCREEN IntelCORE I7-16GB RAM/512GB SSD/BACKLIGHT KEYBOARD/WIN11 PRO+BAG,"₦ 950,000","₦ 1,355,000",No rating
"Apple MacBook Pro 16.2"" M3 Max - 40Core - 48GB RAM - 1TB - BLACK","₦ 6,500,999","₦ 9,999,999",No rating
Hp EliteBook 840 G5 Intel Core I5/16GB RAM/1TB SSD BACKLITKEYBOARD WIN11 PRO+BAG,"₦ 560,000","₦ 580,000",No rating
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 195,000",No old_price,No rating
Hp Stream 11 Intel Celeron 4GB RAM-64GB Plus Mouse And Led Light,"₦ 180,999",No old_price,5
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11+ 32GB FLASH &BAG,"₦ 700,000",No old_price,5
DELL Latitude 7490 TOUCHSCREEN 1TB SSD/16GB RAM/ Intel Core I7/ BACKLIGHT KEYBOARD-WIN 11PRO+BAG,"₦ 750,000","₦ 850,000",No rating
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 P,"₦ 179,999",No old_price,No rating
Asus Vivobook Go 15 Celeron E1500MA-BR698W 15.6-inch N4020 DDR4 4GB 256GB SSD Win 11,"₦ 329,000","₦ 350,000",No rating
Hp EliteBook 840 G8  Intel Core I5 11th Gen 16GB RAM/256GB SSD Backlit Keyboard/FP Reader Wins 11 Pro,"₦ 950,000","₦ 985,000",No rating
DELL Latitude 3180 Intel Celeron 128GB SSD 4GB RAM Wins 10 Pro,"₦ 250,000",No old_price,3
Hp ProBook X360 11 G1 Touchscreen- Intel Pentium N4200 - 4GB - 128GB SSD - Win 10,"₦ 219,999",No old_price,No rating
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,"₦ 475,000","₦ 600,000",4.6
Hp OMEN GAMING 16 12TH GEN INTEL CORE I9 16GB RAM 1TB SSD NVIDIA RTX 3060 (6GB) WINS 11,"₦ 2,649,500",No old_price,No rating
"Hp PROBOOK 11 X360 TOUCH 4GB RAM 128GB SSD, INTEL PENTIUM, W 10","₦ 199,999",No old_price,No rating
"DELL INSPIRON GAMING 15 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3060 (6GB) 15.6"" WINS 11","₦ 2,400,950","₦ 2,690,000",No rating
"Hp PROBOOK 11 X360 TOUCH 4GB RAM 128GB SSD INTEL PENTIUM, W 10","₦ 219,999",No old_price,5
DELL Latitude 7490 Intel Core I5- 16GB RAM/512GB SSD BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,"₦ 450,000","₦ 560,000",No rating
Lenovo ThinkBook 16 G6  AMD Ryzen 7 512 GB SSD 16GB RAM Wins 11 Pro Touch & Backlite Keyboard 16'' Inch,"₦ 1,000,000",No old_price,No rating
DELL Latitude 7490 TOUCHSCREEN-Intel Core I5- 512GB SSD/8GB RAM-BACKLIGHT KEYBOARD-WIN 11PRO+BAG,"₦ 500,000","₦ 880,000",No rating
Hp EliteBook 840 G6 TOUCHSCREEN Core I7-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 755,000","₦ 950,000",No rating
Hp Notebook 11 - TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 250,000","₦ 500,000",No rating
Hp EliteBook 830 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit TOUCHSCREEN/FP Reader Wins 11 Laptop +BAG,"₦ 520,000 - ₦ 590,000","₦ 700,000",No rating
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM- W10,"₦ 270,000",No old_price,No rating
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,"₦ 620,000","₦ 700,000",5
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,"₦ 620,000","₦ 700,000",5
DELL Latitude 7490 Intel Core I7- 1TB SSD/16GB RAM BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,"₦ 750,000","₦ 800,000",No rating
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,"₦ 190,000","₦ 897,700",5
Lenovo V15-IGL Intel Celeron 256GB SSD 4GB RAM Win 10+ MOUSE,"₦ 325,000",No old_price,2
Hp ProBook11 X360- TH- 128GB SSD/4GB RAM-Intel CELERON Q W10 P,"₦ 209,999",No old_price,No rating
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,"₦ 850,000","₦ 870,000",No rating
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit/ TOUCHSCREEN- FP Reader Wins 11 Pro + BAG,"₦ 650,000","₦ 700,000",4.5
"Lenovo IDEAPAD 15 INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO","₦ 380,000","₦ 433,654",No rating
Hp Stream 11 Intel Celeron Quad Core - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,"₦ 176,000","₦ 300,000",No rating
Hp ELITEBOOK X360 1030 G2 /TOUCH/ CORE I5 8GB RAM/ 1TB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,"₦ 655,000","₦ 680,000",No rating
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,"₦ 200,000","₦ 270,000",4.8
LG 9KG Fully Automatic Front Load Washing Machine,"₦ 625,000",No old_price,No rating
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 450,000",No old_price,No rating
"Hp PAVILION 15-EG2063NIA - 12th Gen Core I5-1235U  512GB SSD 8GB RAM 15.6"" (FHD) TOUCHSCREEN WIN11  NVIDIA GEFORCE MX550 (2GB GDDR6  DEDICATED) BACKLIT Keyboard","₦ 1,050,000",No old_price,No rating
"Apple Macbook Air 13.6"" M2 Chip 8GB RAM 256GB SSD Starlight MLY13LL/A 2022","₦ 1,800,000",No old_price,No rating
"Hp CHROMEBOOK 11 , INTEL CELERON, 4GB RAM,64GB EMMC + FLASH","₦ 135,000",No old_price,No rating
DELL Latitude 7490 Intel Core I7- 1TB SSD/16GB RAM BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,"₦ 770,000","₦ 800,000",2.3
Hp EliteBook 840 G6 Intel Core I5-16GB RAM-256GB SSD-Backlit Keyboard 11 Pro+BAG,"₦ 485,000","₦ 590,000",No rating
Hp Probook 450 G9 Intel Core I3-8GB RAM/256GB SSD Fingerprint  Wins 11 Pro +BAG,"₦ 650,000","₦ 740,000",4.4
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM +Mouse &USB Light,"₦ 220,000","₦ 869,000",4.6
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,"₦ 250,000",No old_price,No rating
"DELL Latitude 7490 Intel Core I5, Keyboard Backlit, 16GB RAM, 256GB SSD Windows 11 + Free Mouse","₦ 400,000","₦ 450,000",3.5
"Hp 15 Touchscreen Intel Core I3 15.6"" 16GB RAM/256GB SSD Win 11","₦ 640,000","₦ 645,000",No rating
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,"₦ 475,000","₦ 550,000",No rating
Hp  Envy 15 x360 laptop 2-in-1,"₦ 1,220,500",No old_price,5
Hp ELITEBOOK 1030 G3 X360 TOUCH CORE I5 16GB RAM/1TB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,"₦ 750,000","₦ 980,000",No rating
Asus VivoBook 15 X515JP Intel Core I5 8GB RAM 512 SSD 2GB NVIDIA,"₦ 699,990",No old_price,No rating
"DELL CHROMEBOOK, 4GB RAM, 16GB SSD + 32GBFLASH","₦ 190,000",No old_price,No rating
Hp ELITEBOOK 840 G7 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,"₦ 750,000","₦ 890,000",No rating
Hp EliteBook 830 G6 Intel Core I5-16GB RAM/256GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,"₦ 490,000","₦ 680,000",No rating
"Asus NOTEBOOK 15 INTEL CELERON N4020 4GB RAM 256GB SSD 15.6"" HD WINS 11+ Flash Drive","₦ 343,000","₦ 390,000",No rating
"Apple MacBook Air 13.6""  8GB/ 256GB M2 - Midnight 2022","₦ 1,750,999","₦ 2,999,999",No rating
"Hp CHROMEBOOK 11 , INTEL CELERON, 4GB RAM,16GB EMMC + FLASH","₦ 135,000",No old_price,No rating
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 569,000","₦ 890,000",No rating
"DELL CHROMEBOOK, 4GB RAM, 16GB SSD + 32GBFLASH","₦ 200,000",No old_price,No rating
Asus ZenBook UX325EA-KG333T Core I7 8GBRAM  512GB Win10 Pine Grey,"₦ 850,000","₦ 855,000",No rating
"Asus X515EA Intel Core I7-1165G7 15.6"" 8GB RAM/256GB SSD Win 11 + Free 1TB External Hard Drive","₦ 799,490","₦ 939,990",5
Hp Stream 11 Intel Celeron 4GB RAM-64GB SSD WIN 10+USB LIGHT,"₦ 200,000","₦ 220,000",No rating
DELL Latitude 3190 Celeron 128SSD 4GB RAM Wins 10 + Keyboard Flash Light,"₦ 210,000","₦ 250,000",5
Hp OMEN GAMING 16 12TH GEN INTEL CORE I9 16GB RAM 1TB SSD NVIDIA RTX 3060 (6GB) WINS 11,"₦ 2,650,000",No old_price,No rating
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,"₦ 445,000","₦ 450,000",No rating
Hp EliteBook 830 G7 X360 TOUCHSCREEN Core I5-16GB RAM/256GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 640,000","₦ 750,000",No rating
"DELL Latitude 3190 2in1 TOUCHSCREEN, INTEL PENTIUM 128GB SSD 4GB WIN 10","₦ 250,000",No old_price,4
Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5/8GB RAM/256GB SSD WINDOW 11PRO +BAG,"₦ 495,000","₦ 520,000",No rating
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 569,000","₦ 800,000",No rating
Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch,"₦ 280,000",No old_price,2.5
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,32GB EMMC + FLASH","₦ 140,000",No old_price,No rating
Hp Envy 14 X360 13th Gen Intel Core I5 8GB RAM/512GB SSD Win 11,"₦ 1,250,000",No old_price,No rating
Hp VICTUS 15 GAMING (2022) INTEL CORE I5 16GB RAM 512GB SSD 4GB NVIDIA RTX 2050 WINS 11,"₦ 1,420,800","₦ 1,690,000",No rating
Asus Vivobook Go 15 E510MA Intel Celeron 4GB 256GB 15.6-inch  Windows 11 Black,"₦ 319,990","₦ 349,990",No rating
Hp Stream 11 PRO Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 164,500","₦ 170,990",5
Asus VivoBook Pro 15 OLED K3500PH Intel® Core I5 8GB RAM 512GB SSD 15.6-inch FHD 4GB NVIDIA Win 11,"₦ 1,145,990","₦ 1,599,990",No rating
"Hp PROBOOK 11 X360, TOUCH 4GB RAM 128GB SSD, INTEL PENTIUM, W10","₦ 211,000",No old_price,No rating
"DELL Latitude 3190 2in1 Intel Pentium, Touchscreen 8GB RAM, 256GB SSD Windows 11 + Keyboard Flash Light","₦ 240,000","₦ 350,000",No rating
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 600,000","₦ 800,000",No rating
Lenovo Thinkpad T420 laptop Intel i7 RAM 8G 256GB SSD Dual Core First Class ,"₦ 382,430",No old_price,No rating
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 465,000","₦ 490,000",1
DELL Latitude 3190 INTEL PENTIUM 256GB SSD 4GB WIN 11,"₦ 240,000","₦ 290,000",No rating
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,"₦ 250,000","₦ 280,000",No rating
"Asus Notebook 10th Gen, Intel Core I3 12GB RAM 512GB HDD, 2.1GHz Up To 4.1GHz 15.6"" Wins 11","₦ 561,000","₦ 640,500",5
Hp EliteBook 840 G6 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 490,000","₦ 850,000",4
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,"₦ 229,599",No old_price,No rating
Hp ProBook 11 X360- TOUHSCREN Intel P 128GB SSD- 4GB RAM W10 P,"₦ 214,999",No old_price,No rating
"Lenovo IDEAPAD SLIM 3 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 14"" FHD INTEL IRIS XE WINS 11","₦ 1,090,000","₦ 1,150,000",No rating
Hp Probook 11 G7 X360 Touchscreen Intel Celeron 4GB DDR4 RAM 256GB SSD + Bag,"₦ 230,000","₦ 300,000",5
"Hp 15 INTEL PENTIUM N200 2.8GHZ 4GB RAM 128GB UFC 15.6""HD WINS 11 +Led Light","₦ 465,000","₦ 485,500",No rating
Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10,"₦ 176,000",No old_price,No rating
"Hp 15-DW3609NIA NOTEBOOK PC:  INTEL CORE I5-1135G7 8GB RAM 1TB HD 15.6"" TOUCHSCREEN HD (1366 X 768)   WIN 11:","₦ 770,000",No old_price,No rating
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 569,000","₦ 589,000",No rating
DELL Latitude 3190 2in1 X360 INTEL PENTIUM 128GB SSD 8GB WIN 10 Pro,"₦ 350,000","₦ 500,000",No rating
Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 610,000","₦ 937,445",4
Hp ProBook 11 X360- TOUCHSCREEN Intel P 256GB SSD 4GB RAM W10 P,"₦ 259,999",No old_price,5
"Hp ProBook X360 11 Touchscreen Core I5-8GB DDR4, 512GB SSD,Win 10 Pro","₦ 380,000","₦ 700,000",No rating
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 500,000","₦ 800,000",No rating
Hp ELITE DRAGONFLY X360 MULTI-TOUCH Core I5 8GB RAM/1TB SSD FP-Reader- Windows 11 Pro+BAG,"₦ 1,201,000",No old_price,4
Hp EliteBook 830 G6 TOUCHSCREENIntel CoreI5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader WIN11+BAG,"₦ 505,000","₦ 990,000",No rating
DELL Latitude 7490 Intel Core I5- 512GB SSD/16GB RAM-BACKLIGHT KEYBOARD-WIN 11PRO+BAG,"₦ 450,000","₦ 880,000",2.5
Flexible USB Led Lights For Laptop And Desktop- Night View,"₦ 1,000",No old_price,No rating
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Win10 P,"₦ 180,999",No old_price,No rating
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10,"₦ 750,000","₦ 780,000",No rating
Flexible USB Led Lights For Laptop And Desktop- Night View,"₦ 1,000",No old_price,No rating
Hp ProBook 11 X360 TOUCHSCREEN Intel P 128GB SSD- 4GB RAM W10 P,"₦ 210,999",No old_price,5
Asus Vivobook X1400MA Intel Celeron 4GB RAM 256GB SSD 14 Windows 11 Backlite Keyboard + BAG,"₦ 389,500",No old_price,No rating
Lenovo Ideapad 15 Inch Intel® Celeron® 8GB RAM DDR4 - 256 SSD Windows 11 +USB LIGHT,"₦ 379,999","₦ 470,000",4.8
"Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I3 4.4GHZ 8GB RAM 512GB SSD 15.6""FHD WINDOWS 11","₦ 620,000","₦ 640,000",No rating
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+BAG,"₦ 190,000",No old_price,4
"Hp Pavilion 14 X360 11th Gen Intel Core™ I7,1TB SSD, 16GB RAM, Backlit Keyboard,14""Touchscreen Wins 11","₦ 1,650,000","₦ 1,690,000",5
Hp EliteBook 840 G5 TOUCHSCREEN Intel Core I7/32GB RAM/512GB SSD WIN11+BAG,"₦ 750,000","₦ 980,000",No rating
Hp Stream 11 Pro Intel Celeron 4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 145,000","₦ 292,961",5
Hp ProBook 11 X360 TOUCH Intel Celeron 256GB 4GB RAM Windows 10 Pro+ BAG,"₦ 215,000",No old_price,3
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELE Q W10 P,"₦ 250,000","₦ 460,000",No rating
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11 +Mouse","₦ 641,500","₦ 660,000",No rating
